query_id,session_day,template_id,organic_count
599,3,list_v4,10
600,7,list_v4,10
601,8,list_v4,10
602,4,list_v4,10
603,10,list_v4,10
604,8,feature_stack,7
605,8,grid_two_col,10
606,2,grid_two_col,10
607,3,list_v4,10
608,6,grid_two_col,10
609,6,list_v4,10
610,8,feature_stack,7
611,8,list_v4,10
612,3,feature_stack,7
613,5,list_v4,10
614,3,grid_two_col,10
615,1,feature_stack,7
616,10,grid_two_col,10
617,4,feature_stack,7
618,3,feature_stack,7
619,6,list_v4,10
620,5,list_v4,10
621,6,grid_two_col,10
622,5,list_v4,10
623,10,list_v4,10
624,2,list_v4,10
625,8,list_v4,10
626,8,feature_stack,7
627,4,feature_stack,7
628,6,list_v4,10
629,7,list_v4,10
630,2,feature_stack,7
631,6,grid_two_col,10
632,7,list_v4,10
633,7,feature_stack,7
634,7,feature_stack,7
635,1,feature_stack,7
636,5,feature_stack,7
637,4,grid_two_col,10
638,3,grid_two_col,10
639,6,grid_two_col,10
640,3,feature_stack,7
641,3,list_v4,10
642,9,list_v4,10
643,5,feature_stack,7
644,3,list_v4,10
645,1,feature_stack,7
646,9,grid_two_col,10
647,2,list_v4,10
648,3,list_v4,10
649,7,feature_stack,7
650,5,feature_stack,7
651,3,grid_two_col,10
652,8,list_v4,10
653,7,feature_stack,7
654,10,feature_stack,7
655,10,list_v4,10
656,3,list_v4,10
657,2,list_v4,10
658,6,list_v4,10
659,9,grid_two_col,10
660,5,grid_two_col,10
661,9,grid_two_col,10
662,5,list_v4,10
663,10,feature_stack,7
664,2,list_v4,10
665,1,list_v4,10
666,3,list_v4,10
667,1,grid_two_col,10
668,9,grid_two_col,10
669,7,list_v4,10
670,2,grid_two_col,10
671,8,feature_stack,7
672,8,list_v4,10
673,5,list_v4,10
674,2,list_v4,10
675,5,list_v4,10
676,4,grid_two_col,10
677,7,list_v4,10
678,10,grid_two_col,10
679,9,list_v4,10
680,3,list_v4,10
681,7,list_v4,10
682,3,list_v4,10
683,5,feature_stack,7
684,2,feature_stack,7
685,7,feature_stack,7
686,4,list_v4,10
687,10,grid_two_col,10
688,7,list_v4,10
689,9,list_v4,10
690,5,list_v4,10
691,1,feature_stack,7
692,4,grid_two_col,10
693,9,grid_two_col,10
694,3,grid_two_col,10
695,7,feature_stack,7
696,5,list_v4,10
697,10,grid_two_col,10
698,2,list_v4,10
699,3,list_v4,10
700,4,list_v4,10
701,1,list_v4,10
702,7,grid_two_col,10
703,7,list_v4,10
704,3,list_v4,10
705,4,grid_two_col,10
706,3,list_v4,10
707,9,list_v4,10
708,2,feature_stack,7
709,1,list_v4,10
710,8,grid_two_col,10
711,9,grid_two_col,10
712,2,grid_two_col,10
713,4,list_v4,10
714,1,grid_two_col,10
715,1,grid_two_col,10
716,9,list_v4,10
717,1,list_v4,10
718,1,list_v4,10
719,6,grid_two_col,10
720,9,list_v4,10
721,2,list_v4,10
722,1,list_v4,10
723,9,list_v4,10
724,2,list_v4,10
725,8,list_v4,10
726,8,grid_two_col,10
727,5,grid_two_col,10
728,4,list_v4,10
729,2,list_v4,10
730,10,list_v4,10
731,7,list_v4,10
732,9,list_v4,10
733,3,feature_stack,7
734,5,list_v4,10
735,6,feature_stack,7
736,8,feature_stack,7
737,7,list_v4,10
738,7,list_v4,10
739,1,list_v4,10
740,5,feature_stack,7
741,1,grid_two_col,10
742,6,grid_two_col,10
743,4,list_v4,10
744,1,grid_two_col,10
745,7,feature_stack,7
746,9,list_v4,10
747,2,feature_stack,7
748,3,list_v4,10
749,5,list_v4,10
750,1,list_v4,10
751,2,list_v4,10
752,7,list_v4,10
753,5,feature_stack,7
754,8,feature_stack,7
755,8,feature_stack,7
756,4,feature_stack,7
757,5,grid_two_col,10
758,9,list_v4,10
759,10,feature_stack,7
760,10,feature_stack,7
761,6,list_v4,10
762,5,grid_two_col,10
763,2,grid_two_col,10
764,2,feature_stack,7
765,1,feature_stack,7
766,4,feature_stack,7
767,3,grid_two_col,10
768,4,feature_stack,7
769,10,feature_stack,7
770,4,list_v4,10
771,4,list_v4,10
772,3,feature_stack,7
773,6,grid_two_col,10
774,10,grid_two_col,10
775,9,feature_stack,7
776,7,grid_two_col,10
777,5,grid_two_col,10
778,5,feature_stack,7
779,1,list_v4,10
780,1,list_v4,10
781,6,list_v4,10
782,2,list_v4,10
783,7,list_v4,10
784,7,list_v4,10
785,8,list_v4,10
786,4,grid_two_col,10
787,1,grid_two_col,10
788,9,list_v4,10
789,9,feature_stack,7
790,3,feature_stack,7
791,4,grid_two_col,10
792,4,list_v4,10
793,6,grid_two_col,10
794,9,list_v4,10
795,5,feature_stack,7
796,2,feature_stack,7
797,10,list_v4,10
798,7,list_v4,10
799,4,list_v4,10
800,5,list_v4,10
801,10,feature_stack,7
802,10,list_v4,10
803,2,list_v4,10
804,9,grid_two_col,10
805,8,list_v4,10
806,8,grid_two_col,10
807,2,list_v4,10
808,10,grid_two_col,10
809,4,list_v4,10
810,9,grid_two_col,10
811,2,grid_two_col,10
812,6,list_v4,10
813,9,feature_stack,7
814,5,grid_two_col,10
815,2,grid_two_col,10
816,4,feature_stack,7
817,6,list_v4,10
818,2,list_v4,10
819,5,list_v4,10
820,4,feature_stack,7
821,6,grid_two_col,10
822,1,feature_stack,7
823,2,list_v4,10
824,5,grid_two_col,10
825,4,list_v4,10
826,4,feature_stack,7
827,4,list_v4,10
828,5,list_v4,10
829,4,grid_two_col,10
830,3,grid_two_col,10
831,2,feature_stack,7
832,9,list_v4,10
833,3,list_v4,10
834,7,grid_two_col,10
835,4,list_v4,10
836,10,list_v4,10
837,9,grid_two_col,10
838,4,list_v4,10
839,3,feature_stack,7
840,4,grid_two_col,10
841,8,feature_stack,7
842,8,list_v4,10
843,8,list_v4,10
844,3,feature_stack,7
845,10,feature_stack,7
846,1,list_v4,10
847,5,list_v4,10
848,6,list_v4,10
849,5,list_v4,10
850,1,grid_two_col,10
851,10,feature_stack,7
852,9,feature_stack,7
853,5,list_v4,10
854,1,grid_two_col,10
855,2,feature_stack,7
856,1,list_v4,10
857,8,feature_stack,7
858,3,list_v4,10
859,5,feature_stack,7
860,6,feature_stack,7
861,2,grid_two_col,10
862,3,grid_two_col,10
863,8,feature_stack,7
864,2,list_v4,10
865,9,feature_stack,7
866,3,grid_two_col,10
867,3,list_v4,10
868,2,feature_stack,7
869,4,list_v4,10
870,10,list_v4,10
871,2,list_v4,10
872,8,list_v4,10
873,4,feature_stack,7
874,8,list_v4,10
875,2,feature_stack,7
876,4,grid_two_col,10
877,2,grid_two_col,10
878,10,list_v4,10
879,3,grid_two_col,10
880,7,grid_two_col,10
881,9,feature_stack,7
882,1,grid_two_col,10
883,2,list_v4,10
884,3,grid_two_col,10
885,1,list_v4,10
886,3,list_v4,10
887,10,list_v4,10
888,5,grid_two_col,10
889,4,feature_stack,7
890,4,grid_two_col,10
891,8,list_v4,10
892,1,grid_two_col,10
893,6,list_v4,10
894,9,grid_two_col,10
895,7,grid_two_col,10
896,8,grid_two_col,10
897,10,list_v4,10
898,4,list_v4,10
899,7,grid_two_col,10
900,4,list_v4,10
901,2,feature_stack,7
902,10,list_v4,10
903,1,feature_stack,7
904,9,list_v4,10
905,2,grid_two_col,10
906,2,list_v4,10
907,1,grid_two_col,10
908,4,list_v4,10
909,10,grid_two_col,10
910,5,feature_stack,7
911,9,list_v4,10
912,6,list_v4,10
913,6,grid_two_col,10
914,4,list_v4,10
915,6,list_v4,10
916,3,grid_two_col,10
917,3,feature_stack,7
918,4,list_v4,10
919,4,list_v4,10
920,7,grid_two_col,10
921,4,list_v4,10
922,5,list_v4,10
923,9,list_v4,10
924,10,list_v4,10
925,5,feature_stack,7
926,3,list_v4,10
927,1,list_v4,10
928,6,feature_stack,7
929,3,list_v4,10
930,1,grid_two_col,10
931,9,feature_stack,7
932,2,feature_stack,7
933,3,list_v4,10
934,5,feature_stack,7
935,10,list_v4,10
936,7,list_v4,10
937,8,grid_two_col,10
938,2,list_v4,10
939,10,grid_two_col,10
940,1,list_v4,10
941,4,feature_stack,7
942,3,grid_two_col,10
943,10,list_v4,10
944,1,list_v4,10
945,7,list_v4,10
946,10,grid_two_col,10
947,1,grid_two_col,10
948,6,grid_two_col,10
949,5,list_v4,10
950,1,grid_two_col,10
951,8,grid_two_col,10
952,8,list_v4,10
953,8,list_v4,10
954,10,list_v4,10
955,9,list_v4,10
956,6,list_v4,10
957,6,grid_two_col,10
958,3,feature_stack,7
959,9,list_v4,10
960,10,list_v4,10
961,9,feature_stack,7
962,6,list_v4,10
963,2,grid_two_col,10
964,5,list_v4,10
965,9,list_v4,10
966,5,grid_two_col,10
967,9,list_v4,10
968,9,list_v4,10
969,5,list_v4,10
970,1,grid_two_col,10
971,5,list_v4,10
972,2,feature_stack,7
973,7,grid_two_col,10
974,2,feature_stack,7
975,1,grid_two_col,10
976,7,list_v4,10
977,5,list_v4,10
978,6,list_v4,10
979,1,grid_two_col,10
980,1,list_v4,10
981,9,grid_two_col,10
982,5,list_v4,10
983,2,feature_stack,7
984,5,list_v4,10
985,1,list_v4,10
986,6,grid_two_col,10
987,10,grid_two_col,10
988,8,list_v4,10
989,5,grid_two_col,10
990,10,list_v4,10
991,7,grid_two_col,10
992,3,list_v4,10
993,1,list_v4,10
994,10,grid_two_col,10
995,9,feature_stack,7
996,8,feature_stack,7
997,2,list_v4,10
998,8,feature_stack,7
999,7,list_v4,10
1000,10,list_v4,10
1001,6,list_v4,10
1002,6,list_v4,10
1003,1,grid_two_col,10
1004,8,grid_two_col,10
1005,3,list_v4,10
1006,5,list_v4,10
1007,1,list_v4,10
1008,5,feature_stack,7
1009,2,grid_two_col,10
1010,3,grid_two_col,10
1011,7,list_v4,10
1012,5,feature_stack,7
1013,5,grid_two_col,10
1014,3,feature_stack,7
1015,7,grid_two_col,10
1016,6,feature_stack,7
1017,1,feature_stack,7
1018,8,grid_two_col,10
1019,1,feature_stack,7
1020,6,list_v4,10
1021,2,feature_stack,7
1022,5,feature_stack,7
1023,1,feature_stack,7
1024,6,grid_two_col,10
1025,1,grid_two_col,10
1026,8,grid_two_col,10
1027,3,list_v4,10
1028,10,feature_stack,7
1029,4,list_v4,10
1030,4,list_v4,10
1031,5,feature_stack,7
1032,8,grid_two_col,10
1033,10,feature_stack,7
1034,8,list_v4,10
1035,2,list_v4,10
1036,10,feature_stack,7
1037,8,feature_stack,7
1038,10,feature_stack,7
1039,6,list_v4,10
1040,8,list_v4,10
1041,4,feature_stack,7
1042,2,list_v4,10
1043,7,feature_stack,7
1044,9,list_v4,10
1045,1,list_v4,10
1046,6,grid_two_col,10
1047,8,feature_stack,7
1048,10,list_v4,10
1049,3,feature_stack,7
1050,4,grid_two_col,10
1051,4,feature_stack,7
1052,6,feature_stack,7
1053,3,grid_two_col,10
1054,7,list_v4,10
1055,1,grid_two_col,10
1056,9,grid_two_col,10
1057,2,grid_two_col,10
1058,8,list_v4,10
1059,2,list_v4,10
1060,10,list_v4,10
1061,8,list_v4,10
1062,4,list_v4,10
1063,9,list_v4,10
1064,9,list_v4,10
1065,2,list_v4,10
1066,6,feature_stack,7
1067,3,grid_two_col,10
1068,10,list_v4,10
1069,3,list_v4,10
1070,10,grid_two_col,10
1071,2,grid_two_col,10
1072,6,grid_two_col,10
1073,10,grid_two_col,10
1074,1,feature_stack,7
1075,9,feature_stack,7
1076,6,list_v4,10
1077,1,list_v4,10
1078,9,list_v4,10
1079,2,grid_two_col,10
1080,3,list_v4,10
1081,5,feature_stack,7
1082,5,grid_two_col,10
1083,3,grid_two_col,10
1084,6,feature_stack,7
1085,1,list_v4,10
1086,1,list_v4,10
1087,7,grid_two_col,10
1088,1,feature_stack,7
1089,3,list_v4,10
1090,9,feature_stack,7
1091,5,list_v4,10
1092,6,list_v4,10
1093,8,list_v4,10
1094,10,feature_stack,7
1095,9,feature_stack,7
1096,9,list_v4,10
1097,10,grid_two_col,10
1098,10,feature_stack,7
1099,2,grid_two_col,10
1100,4,grid_two_col,10
1101,4,list_v4,10
1102,1,feature_stack,7
1103,9,grid_two_col,10
1104,3,grid_two_col,10
1105,8,feature_stack,7
1106,5,feature_stack,7
1107,2,list_v4,10
1108,4,list_v4,10
1109,2,list_v4,10
1110,7,list_v4,10
1111,2,grid_two_col,10
1112,10,list_v4,10
1113,4,list_v4,10
1114,5,list_v4,10
1115,5,feature_stack,7
1116,6,feature_stack,7
1117,8,list_v4,10
1118,10,list_v4,10
1119,6,list_v4,10
1120,9,list_v4,10
1121,7,list_v4,10
1122,1,feature_stack,7
1123,4,list_v4,10
1124,5,list_v4,10
1125,4,list_v4,10
1126,4,list_v4,10
1127,10,feature_stack,7
1128,9,grid_two_col,10
1129,4,list_v4,10
1130,7,grid_two_col,10
1131,1,list_v4,10
1132,7,list_v4,10
1133,1,grid_two_col,10
1134,10,list_v4,10
1135,6,grid_two_col,10
1136,10,list_v4,10
1137,7,feature_stack,7
1138,3,list_v4,10
1139,10,list_v4,10
1140,1,grid_two_col,10
1141,6,list_v4,10
1142,7,feature_stack,7
1143,9,list_v4,10
1144,10,grid_two_col,10
1145,10,feature_stack,7
1146,5,grid_two_col,10
1147,7,feature_stack,7
1148,5,grid_two_col,10
1149,4,feature_stack,7
1150,6,list_v4,10
1151,10,list_v4,10
1152,3,list_v4,10
1153,4,grid_two_col,10
1154,10,list_v4,10
1155,5,grid_two_col,10
1156,7,list_v4,10
1157,10,grid_two_col,10
1158,1,feature_stack,7
1159,7,grid_two_col,10
1160,9,list_v4,10
1161,10,grid_two_col,10
1162,10,list_v4,10
1163,7,grid_two_col,10
1164,10,list_v4,10
1165,1,grid_two_col,10
1166,2,list_v4,10
1167,9,grid_two_col,10
