post_id,published_year,published_month,published_weekday,published_hour,logged_content_route,behavior_propensity,target_policy_weight,priority_stratum,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
FB00139,2017,9,1,22,product_photo,0.607618,0.550000,regular,39,8,0,39,0,0,0,0,0
FB00143,2017,9,5,3,product_photo,0.607618,0.550000,regular,251,17,0,244,7,0,0,0,0
FB00148,2017,9,3,0,product_photo,0.607618,0.550000,regular,103,8,3,99,4,0,0,0,0
FB00151,2017,9,2,9,product_photo,0.607618,0.550000,regular,648,13,0,627,18,3,0,0,0
FB00156,2017,9,2,3,product_photo,0.607618,0.550000,regular,201,0,0,195,4,2,0,0,0
FB00160,2017,9,3,4,live_video,0.330926,1.269166,policy_shift,403,525,42,363,36,1,3,0,0
FB00164,2017,9,2,6,text_status,0.052110,3.000000,low_support,144,15,8,140,4,0,0,0,0
FB00178,2017,8,1,1,live_video,0.330926,1.269166,policy_shift,192,417,40,168,22,1,1,0,0
FB00183,2017,8,4,11,product_photo,0.607618,0.550000,regular,54,10,0,53,1,0,0,0,0
FB00196,2017,8,2,5,product_photo,0.607618,0.550000,regular,47,7,0,47,0,0,0,0,0
FB00197,2017,8,2,1,product_photo,0.607618,0.550000,regular,182,3,4,177,5,0,0,0,0
FB00199,2017,8,1,5,live_video,0.330926,1.269166,policy_shift,571,888,107,459,107,1,1,1,2
FB00200,2017,8,0,9,product_photo,0.607618,0.550000,regular,16,10,0,15,1,0,0,0,0
FB00207,2017,8,2,6,product_photo,0.607618,0.550000,regular,133,7,0,133,0,0,0,0,0
FB00216,2017,7,1,23,product_photo,0.607618,0.550000,regular,50,8,2,49,1,0,0,0,0
FB00225,2017,7,3,8,product_photo,0.607618,0.550000,regular,191,2,2,188,2,1,0,0,0
FB00226,2017,7,1,7,live_video,0.330926,1.269166,policy_shift,321,1381,67,275,44,1,1,0,0
FB00227,2017,7,6,2,product_photo,0.607618,0.550000,regular,364,7,2,347,15,2,0,0,0
FB00232,2017,7,2,9,product_photo,0.607618,0.550000,regular,96,9,1,93,1,2,0,0,0
FB00233,2017,7,1,5,product_photo,0.607618,0.550000,regular,186,11,0,184,1,1,0,0,0
FB00234,2017,7,1,1,product_photo,0.607618,0.550000,regular,487,15,0,461,14,12,0,0,0
FB00235,2017,7,0,23,live_video,0.330926,1.269166,policy_shift,282,19,4,257,20,3,2,0,0
FB00242,2017,6,6,2,product_photo,0.607618,0.550000,regular,299,9,0,291,8,0,0,0,0
FB00245,2017,6,3,6,product_photo,0.607618,0.550000,regular,155,2,0,150,5,0,0,0,0
FB00246,2017,6,2,4,product_photo,0.607618,0.550000,regular,293,8,0,282,11,0,0,0,0
FB00249,2017,6,1,1,product_photo,0.607618,0.550000,regular,313,3,0,297,7,6,0,0,0
FB00251,2017,6,0,9,product_photo,0.607618,0.550000,regular,216,0,0,209,6,1,0,0,0
FB00257,2017,6,5,1,product_photo,0.607618,0.550000,regular,270,3,0,256,10,3,0,0,0
FB00258,2017,6,3,9,product_photo,0.607618,0.550000,regular,351,4,1,344,6,0,0,0,0
FB00263,2017,6,2,2,product_photo,0.607618,0.550000,regular,305,5,1,295,10,0,0,0,0
FB00269,2017,5,5,3,live_video,0.330926,1.269166,policy_shift,22,0,0,22,0,0,0,0,0
FB00276,2017,5,4,23,link_teaser,0.009346,3.000000,low_support,15,0,0,15,0,0,0,0,0
FB00278,2017,5,3,8,product_photo,0.607618,0.550000,regular,177,2,0,173,2,2,0,0,0
FB00285,2017,4,3,2,product_photo,0.607618,0.550000,regular,127,7,1,125,2,0,0,0,0
FB00306,2017,4,5,11,product_photo,0.607618,0.550000,regular,218,0,0,212,6,0,0,0,0
FB00307,2017,4,5,9,product_photo,0.607618,0.550000,regular,77,13,4,77,0,0,0,0,0
FB00308,2017,4,5,1,product_photo,0.607618,0.550000,regular,204,4,0,198,3,3,0,0,0
FB00309,2017,4,4,0,product_photo,0.607618,0.550000,regular,405,6,0,399,6,0,0,0,0
FB00311,2017,4,2,22,product_photo,0.607618,0.550000,regular,214,1,0,208,5,1,0,0,0
FB00314,2017,4,2,6,product_photo,0.607618,0.550000,regular,215,0,0,205,8,2,0,0,0
FB00325,2017,3,6,0,live_video,0.330926,1.269166,policy_shift,217,24,5,206,10,1,0,0,0
FB00341,2017,3,0,4,product_photo,0.607618,0.550000,regular,104,6,1,102,2,0,0,0,0
FB00344,2017,3,5,9,live_video,0.330926,1.269166,policy_shift,1379,769,69,1131,234,4,4,2,4
FB00348,2017,3,1,0,product_photo,0.607618,0.550000,regular,213,2,2,207,6,0,0,0,0
FB00356,2017,3,5,3,product_photo,0.607618,0.550000,regular,1186,37,1,1161,19,6,0,0,0
FB00376,2017,2,1,7,product_photo,0.607618,0.550000,regular,225,2,0,219,6,0,0,0,0
FB00380,2017,2,6,1,product_photo,0.607618,0.550000,regular,229,3,0,225,4,0,0,0,0
FB00381,2017,2,5,4,product_photo,0.607618,0.550000,regular,66,2,0,64,1,1,0,0,0
FB00391,2017,2,1,23,live_video,0.330926,1.269166,policy_shift,117,16,0,104,11,2,0,0,0
FB00401,2017,2,2,1,live_video,0.330926,1.269166,policy_shift,162,75,6,145,16,0,1,0,0
FB00402,2017,1,1,5,product_photo,0.607618,0.550000,regular,265,11,0,259,6,0,0,0,0
FB00408,2017,1,4,0,product_photo,0.607618,0.550000,regular,359,4,0,353,5,1,0,0,0
FB00411,2017,1,0,8,live_video,0.330926,1.269166,policy_shift,266,165,10,215,42,3,4,2,0
FB00420,2017,1,2,0,product_photo,0.607618,0.550000,regular,271,12,0,262,6,3,0,0,0
FB00433,2017,1,1,3,product_photo,0.607618,0.550000,regular,270,8,0,265,4,1,0,0,0
FB00449,2016,12,3,23,product_photo,0.607618,0.550000,regular,211,7,0,207,4,0,0,0,0
FB00458,2016,12,2,5,product_photo,0.607618,0.550000,regular,373,4,3,367,5,1,0,0,0
FB00463,2016,12,1,23,live_video,0.330926,1.269166,policy_shift,239,127,7,189,47,0,3,0,0
FB00469,2016,12,1,0,product_photo,0.607618,0.550000,regular,192,8,0,189,3,0,0,0,0
FB00475,2016,12,6,1,product_photo,0.607618,0.550000,regular,263,8,0,258,3,0,1,1,0
FB00476,2016,12,3,2,live_video,0.330926,1.269166,policy_shift,358,5498,94,294,57,1,5,1,0
FB00480,2016,12,5,2,product_photo,0.607618,0.550000,regular,266,8,0,254,9,3,0,0,0
FB00495,2016,12,6,9,product_photo,0.607618,0.550000,regular,170,11,2,159,11,0,0,0,0
FB00506,2016,11,6,23,product_photo,0.607618,0.550000,regular,77,4,2,77,0,0,0,0,0
FB00507,2016,11,6,1,live_video,0.330926,1.269166,policy_shift,38,4,0,37,0,0,1,0,0
FB00511,2016,10,5,23,product_photo,0.607618,0.550000,regular,182,2,21,180,2,0,0,0,0
FB00520,2016,10,1,9,product_photo,0.607618,0.550000,regular,99,0,30,97,2,0,0,0,0
FB00530,2016,10,6,4,product_photo,0.607618,0.550000,regular,280,0,1,277,3,0,0,0,0
FB00540,2016,10,3,1,live_video,0.330926,1.269166,policy_shift,41,0,3,39,1,0,0,1,0
FB00543,2016,10,2,20,product_photo,0.607618,0.550000,regular,165,0,0,156,5,0,0,4,0
FB00546,2016,10,2,5,product_photo,0.607618,0.550000,regular,379,0,0,373,3,0,0,3,0
FB00553,2016,10,1,5,product_photo,0.607618,0.550000,regular,282,0,0,278,4,0,0,0,0
FB00555,2016,10,1,0,product_photo,0.607618,0.550000,regular,68,3,0,68,0,0,0,0,0
FB00558,2016,10,0,10,product_photo,0.607618,0.550000,regular,122,0,0,115,7,0,0,0,0
FB00563,2016,10,6,12,product_photo,0.607618,0.550000,regular,495,9,227,443,42,0,0,10,0
FB00565,2016,10,6,0,product_photo,0.607618,0.550000,regular,476,3,212,452,16,0,0,8,0
FB00570,2016,10,4,11,text_status,0.052110,3.000000,low_support,43,0,1,42,1,0,0,0,0
FB00576,2016,10,3,13,product_photo,0.607618,0.550000,regular,52,0,2,46,0,0,0,6,0
FB00587,2016,10,1,0,product_photo,0.607618,0.550000,regular,195,14,0,190,5,0,0,0,0
FB00588,2016,9,4,5,product_photo,0.607618,0.550000,regular,229,7,0,220,5,4,0,0,0
FB00591,2016,9,3,7,product_photo,0.607618,0.550000,regular,127,6,0,124,3,0,0,0,0
FB00614,2016,9,6,1,text_status,0.052110,3.000000,low_support,101,6,0,99,1,1,0,0,0
FB00617,2016,8,2,22,product_photo,0.607618,0.550000,regular,56,1,0,54,1,1,0,0,0
FB00618,2016,8,0,22,product_photo,0.607618,0.550000,regular,219,5,0,213,6,0,0,0,0
FB00621,2016,8,6,0,product_photo,0.607618,0.550000,regular,50,1,1,49,1,0,0,0,0
FB00633,2016,8,5,0,live_video,0.330926,1.269166,policy_shift,155,33,0,138,16,0,0,0,1
FB00640,2016,8,1,23,product_photo,0.607618,0.550000,regular,129,5,0,127,2,0,0,0,0
FB00655,2016,7,6,3,product_photo,0.607618,0.550000,regular,230,6,0,222,6,2,0,0,0
FB00670,2016,7,5,0,product_photo,0.607618,0.550000,regular,136,6,0,131,2,1,2,0,0
FB00671,2016,7,4,22,text_status,0.052110,3.000000,low_support,53,3,1,52,1,0,0,0,0
FB00677,2016,7,2,7,product_photo,0.607618,0.550000,regular,96,1,0,94,2,0,0,0,0
FB00679,2016,7,6,9,product_photo,0.607618,0.550000,regular,320,6,60,318,2,0,0,0,0
FB00697,2016,6,4,9,text_status,0.052110,3.000000,low_support,150,2,1,146,4,0,0,0,0
FB00701,2016,6,6,23,product_photo,0.607618,0.550000,regular,102,1,1,101,1,0,0,0,0
FB00702,2016,6,5,5,product_photo,0.607618,0.550000,regular,344,20,0,341,2,1,0,0,0
FB00705,2016,6,0,12,product_photo,0.607618,0.550000,regular,49,3,0,49,0,0,0,0,0
FB00706,2016,6,6,5,product_photo,0.607618,0.550000,regular,404,17,0,402,2,0,0,0,0
FB00715,2016,5,3,3,product_photo,0.607618,0.550000,regular,921,35,0,891,14,15,1,0,0
FB00722,2016,5,4,8,text_status,0.052110,3.000000,low_support,113,1,32,113,0,0,0,0,0
FB00741,2016,5,3,6,product_photo,0.607618,0.550000,regular,140,1,0,138,1,1,0,0,0
FB00752,2016,4,5,19,product_photo,0.607618,0.550000,regular,130,19,2,128,2,0,0,0,0
FB00756,2016,4,4,20,live_video,0.330926,1.269166,policy_shift,92,2,0,92,0,0,0,0,0
FB00758,2016,4,3,21,product_photo,0.607618,0.550000,regular,316,3,0,309,4,3,0,0,0
FB00767,2016,4,1,22,product_photo,0.607618,0.550000,regular,398,3,0,395,3,0,0,0,0
FB00784,2016,4,5,1,product_photo,0.607618,0.550000,regular,139,2,0,138,0,1,0,0,0
FB00791,2016,4,3,22,live_video,0.330926,1.269166,policy_shift,106,3,0,104,0,2,0,0,0
FB00801,2016,4,1,0,live_video,0.330926,1.269166,policy_shift,78,13,0,78,0,0,0,0,0
FB00844,2016,3,1,8,live_video,0.330926,1.269166,policy_shift,131,39,1,130,1,0,0,0,0
FB00859,2016,3,4,22,product_photo,0.607618,0.550000,regular,318,2,0,312,3,3,0,0,0
FB00864,2016,3,3,0,text_status,0.052110,3.000000,low_support,111,11,0,111,0,0,0,0,0
FB00867,2016,3,2,9,text_status,0.052110,3.000000,low_support,103,8,0,103,0,0,0,0,0
FB00880,2016,3,5,23,product_photo,0.607618,0.550000,regular,183,15,0,182,1,0,0,0,0
FB00883,2016,3,1,10,product_photo,0.607618,0.550000,regular,110,3,0,110,0,0,0,0,0
FB00885,2016,3,1,3,text_status,0.052110,3.000000,low_support,87,1,4,83,2,2,0,0,0
FB00900,2016,3,1,4,live_video,0.330926,1.269166,policy_shift,40,2,4,39,1,0,0,0,0
FB00903,2016,2,0,12,product_photo,0.607618,0.550000,regular,147,2,17,144,2,1,0,0,0
FB00904,2016,2,6,4,product_photo,0.607618,0.550000,regular,231,5,1,220,7,4,0,0,0
FB00920,2016,2,1,22,text_status,0.052110,3.000000,low_support,68,14,0,68,0,0,0,0,0
FB00932,2016,2,6,10,product_photo,0.607618,0.550000,regular,151,0,0,151,0,0,0,0,0
FB00935,2016,2,3,4,product_photo,0.607618,0.550000,regular,216,16,2,216,0,0,0,0,0
FB00943,2016,1,6,2,product_photo,0.607618,0.550000,regular,320,7,0,320,0,0,0,0,0
FB00953,2016,1,0,2,product_photo,0.607618,0.550000,regular,443,11,0,443,0,0,0,0,0
FB00959,2016,1,5,3,product_photo,0.607618,0.550000,regular,192,26,2,192,0,0,0,0,0
FB00973,2016,1,6,6,product_photo,0.607618,0.550000,regular,286,5,0,286,0,0,0,0,0
FB00975,2016,1,6,4,product_photo,0.607618,0.550000,regular,25,8,0,25,0,0,0,0,0
FB00976,2016,1,6,4,product_photo,0.607618,0.550000,regular,21,2,0,21,0,0,0,0,0
FB00977,2015,12,3,8,product_photo,0.607618,0.550000,regular,318,7,1,318,0,0,0,0,0
FB00978,2015,12,1,6,product_photo,0.607618,0.550000,regular,370,16,1,370,0,0,0,0,0
FB00984,2015,12,3,22,product_photo,0.607618,0.550000,regular,184,3,1,184,0,0,0,0,0
FB00993,2015,12,5,9,product_photo,0.607618,0.550000,regular,96,8,0,96,0,0,0,0,0
FB01003,2015,12,0,7,text_status,0.052110,3.000000,low_support,128,18,0,128,0,0,0,0,0
FB01006,2015,12,2,6,text_status,0.052110,3.000000,low_support,68,9,1,68,0,0,0,0,0
FB01007,2015,11,0,7,text_status,0.052110,3.000000,low_support,142,2,2,142,0,0,0,0,0
FB01012,2015,11,5,4,product_photo,0.607618,0.550000,regular,948,7,0,948,0,0,0,0,0
FB01017,2015,11,6,20,text_status,0.052110,3.000000,low_support,954,10,0,954,0,0,0,0,0
FB01025,2015,11,4,20,product_photo,0.607618,0.550000,regular,160,3,0,160,0,0,0,0,0
FB01041,2015,10,4,5,product_photo,0.607618,0.550000,regular,952,4,0,952,0,0,0,0,0
FB01042,2015,10,4,1,product_photo,0.607618,0.550000,regular,1999,22,0,1999,0,0,0,0,0
FB01052,2015,10,1,8,text_status,0.052110,3.000000,low_support,1229,5,0,1229,0,0,0,0,0
FB01060,2015,10,5,6,text_status,0.052110,3.000000,low_support,549,6,0,549,0,0,0,0,0
FB01067,2015,10,2,1,text_status,0.052110,3.000000,low_support,1983,8,1,1983,0,0,0,0,0
FB01074,2015,10,0,2,text_status,0.052110,3.000000,low_support,1270,9,0,1270,0,0,0,0,0
FB01081,2015,10,2,23,text_status,0.052110,3.000000,low_support,169,10,0,169,0,0,0,0,0
FB01097,2015,9,1,12,live_video,0.330926,1.269166,policy_shift,1916,15,19,1916,0,0,0,0,0
FB01103,2015,9,5,2,product_photo,0.607618,0.550000,regular,1966,23,2,1966,0,0,0,0,0
FB01109,2015,9,3,1,product_photo,0.607618,0.550000,regular,1842,286,106,1842,0,0,0,0,0
FB01114,2015,8,6,3,product_photo,0.607618,0.550000,regular,2098,32,1,2098,0,0,0,0,0
FB01117,2015,8,5,10,product_photo,0.607618,0.550000,regular,1803,10,0,1803,0,0,0,0,0
FB01126,2015,8,1,0,product_photo,0.607618,0.550000,regular,1962,354,119,1962,0,0,0,0,0
FB01129,2015,8,4,23,product_photo,0.607618,0.550000,regular,2264,284,78,2264,0,0,0,0,0
FB01132,2015,8,4,6,product_photo,0.607618,0.550000,regular,2947,14,0,2947,0,0,0,0,0
FB01133,2015,8,3,22,product_photo,0.607618,0.550000,regular,2062,206,64,2062,0,0,0,0,0
FB01147,2015,7,1,1,product_photo,0.607618,0.550000,regular,2348,12,0,2348,0,0,0,0,0
FB01159,2015,6,3,23,product_photo,0.607618,0.550000,regular,7,0,2,7,0,0,0,0,0
FB01164,2015,6,0,0,live_video,0.330926,1.269166,policy_shift,2288,5,7,2288,0,0,0,0,0
FB01167,2015,6,6,22,text_status,0.052110,3.000000,low_support,1888,15,0,1888,0,0,0,0,0
FB01170,2015,6,5,2,live_video,0.330926,1.269166,policy_shift,1982,12,1,1982,0,0,0,0,0
FB01175,2015,6,3,1,live_video,0.330926,1.269166,policy_shift,2020,4,12,2020,0,0,0,0,0
FB01177,2015,6,1,23,product_photo,0.607618,0.550000,regular,2071,12,0,2071,0,0,0,0,0
FB01204,2015,5,0,22,product_photo,0.607618,0.550000,regular,2126,11,0,2126,0,0,0,0,0
FB01209,2015,5,6,1,live_video,0.330926,1.269166,policy_shift,270,14,37,270,0,0,0,0,0
FB01210,2015,5,6,0,product_photo,0.607618,0.550000,regular,380,24,3,380,0,0,0,0,0
FB01233,2015,4,1,22,product_photo,0.607618,0.550000,regular,3510,12,0,3510,0,0,0,0,0
FB01238,2015,3,2,3,live_video,0.330926,1.269166,policy_shift,2105,19,1,2105,0,0,0,0,0
FB01241,2015,3,6,4,product_photo,0.607618,0.550000,regular,2157,19,0,2157,0,0,0,0,0
FB01249,2015,3,1,20,link_teaser,0.009346,3.000000,low_support,1169,3,26,1169,0,0,0,0,0
FB01255,2015,2,5,3,live_video,0.330926,1.269166,policy_shift,1103,24,18,1103,0,0,0,0,0
FB01273,2015,2,2,22,product_photo,0.607618,0.550000,regular,1126,66,6,1126,0,0,0,0,0
FB01298,2015,1,2,8,product_photo,0.607618,0.550000,regular,1492,5,0,1492,0,0,0,0,0
FB01299,2015,1,1,5,live_video,0.330926,1.269166,policy_shift,2621,122,98,2621,0,0,0,0,0
FB01305,2015,1,5,22,text_status,0.052110,3.000000,low_support,264,43,0,264,0,0,0,0,0
FB01320,2014,10,5,5,live_video,0.330926,1.269166,policy_shift,860,196,64,860,0,0,0,0,0
FB01348,2014,6,2,9,live_video,0.330926,1.269166,policy_shift,774,25,7,774,0,0,0,0,0
FB01351,2014,6,1,5,live_video,0.330926,1.269166,policy_shift,1204,23,13,1204,0,0,0,0,0
FB01352,2014,6,0,11,live_video,0.330926,1.269166,policy_shift,375,15,1,375,0,0,0,0,0
FB01377,2014,5,3,6,live_video,0.330926,1.269166,policy_shift,452,5,0,452,0,0,0,0,0
FB01379,2014,5,1,23,live_video,0.330926,1.269166,policy_shift,600,13,0,600,0,0,0,0,0
FB01400,2014,4,4,23,live_video,0.330926,1.269166,policy_shift,615,20,4,615,0,0,0,0,0
FB01425,2014,3,1,5,live_video,0.330926,1.269166,policy_shift,2520,64,33,2520,0,0,0,0,0
FB01431,2014,3,4,5,live_video,0.330926,1.269166,policy_shift,4094,61,6,4094,0,0,0,0,0
FB01440,2014,3,0,6,live_video,0.330926,1.269166,policy_shift,108,6,2,108,0,0,0,0,0
FB01455,2014,3,3,6,live_video,0.330926,1.269166,policy_shift,782,11,0,782,0,0,0,0,0
FB01458,2014,3,3,5,live_video,0.330926,1.269166,policy_shift,426,9,2,426,0,0,0,0,0
FB01459,2014,3,1,10,live_video,0.330926,1.269166,policy_shift,880,24,1,880,0,0,0,0,0
FB01464,2014,3,6,23,live_video,0.330926,1.269166,policy_shift,321,6,0,321,0,0,0,0,0
FB01466,2014,3,6,13,live_video,0.330926,1.269166,policy_shift,350,5,0,350,0,0,0,0,0
FB01477,2014,2,6,5,live_video,0.330926,1.269166,policy_shift,399,34,4,399,0,0,0,0,0
FB01479,2014,2,5,23,live_video,0.330926,1.269166,policy_shift,576,17,3,576,0,0,0,0,0
FB01488,2014,2,4,3,live_video,0.330926,1.269166,policy_shift,530,13,0,530,0,0,0,0,0
FB01495,2014,2,2,9,live_video,0.330926,1.269166,policy_shift,150,4,0,150,0,0,0,0,0
FB01497,2014,2,0,0,live_video,0.330926,1.269166,policy_shift,906,22,3,906,0,0,0,0,0
FB01503,2014,2,5,1,live_video,0.330926,1.269166,policy_shift,294,25,3,294,0,0,0,0,0
FB01508,2014,1,1,5,live_video,0.330926,1.269166,policy_shift,190,3,0,190,0,0,0,0,0
FB01514,2014,1,6,23,live_video,0.330926,1.269166,policy_shift,340,11,0,340,0,0,0,0,0
FB01531,2014,1,5,23,live_video,0.330926,1.269166,policy_shift,421,10,2,421,0,0,0,0,0
FB01543,2014,1,0,13,live_video,0.330926,1.269166,policy_shift,271,6,0,271,0,0,0,0,0
FB01547,2013,12,1,23,live_video,0.330926,1.269166,policy_shift,100,0,0,100,0,0,0,0,0
FB01550,2013,12,1,10,live_video,0.330926,1.269166,policy_shift,152,5,0,152,0,0,0,0,0
FB01554,2013,12,3,23,live_video,0.330926,1.269166,policy_shift,271,3,1,271,0,0,0,0,0
FB01567,2013,12,4,6,product_photo,0.607618,0.550000,regular,51,0,0,51,0,0,0,0,0
FB01568,2013,12,3,9,product_photo,0.607618,0.550000,regular,77,3,0,77,0,0,0,0,0
FB01576,2013,12,0,3,product_photo,0.607618,0.550000,regular,94,3,0,94,0,0,0,0,0
FB01580,2013,12,5,10,live_video,0.330926,1.269166,policy_shift,348,0,0,348,0,0,0,0,0
FB01582,2013,12,5,7,product_photo,0.607618,0.550000,regular,80,1,0,80,0,0,0,0,0
FB01593,2013,12,3,13,live_video,0.330926,1.269166,policy_shift,62,1,0,62,0,0,0,0,0
FB01603,2013,11,0,6,product_photo,0.607618,0.550000,regular,103,6,0,103,0,0,0,0,0
FB01616,2013,11,6,22,product_photo,0.607618,0.550000,regular,68,7,0,68,0,0,0,0,0
FB01626,2013,11,1,10,live_video,0.330926,1.269166,policy_shift,178,10,1,178,0,0,0,0,0
FB01633,2013,11,2,6,product_photo,0.607618,0.550000,regular,62,6,0,62,0,0,0,0,0
FB01643,2013,11,5,7,live_video,0.330926,1.269166,policy_shift,473,9,9,473,0,0,0,0,0
FB01654,2013,11,4,1,product_photo,0.607618,0.550000,regular,115,9,0,115,0,0,0,0,0
FB01655,2013,10,3,6,product_photo,0.607618,0.550000,regular,128,3,0,128,0,0,0,0,0
FB01658,2013,10,5,21,product_photo,0.607618,0.550000,regular,109,1,0,109,0,0,0,0,0
FB01668,2013,10,2,14,live_video,0.330926,1.269166,policy_shift,113,15,0,113,0,0,0,0,0
FB01682,2013,10,3,9,live_video,0.330926,1.269166,policy_shift,52,5,3,52,0,0,0,0,0
FB01691,2013,10,2,10,product_photo,0.607618,0.550000,regular,101,9,0,101,0,0,0,0,0
FB01692,2013,10,1,21,live_video,0.330926,1.269166,policy_shift,160,8,3,160,0,0,0,0,0
FB01698,2013,10,4,20,product_photo,0.607618,0.550000,regular,73,4,7,73,0,0,0,0,0
FB01704,2013,10,3,8,live_video,0.330926,1.269166,policy_shift,386,15,14,386,0,0,0,0,0
FB01709,2013,10,1,7,product_photo,0.607618,0.550000,regular,47,1,0,47,0,0,0,0,0
FB01716,2013,9,5,21,product_photo,0.607618,0.550000,regular,30,1,0,30,0,0,0,0,0
FB01717,2013,9,2,9,product_photo,0.607618,0.550000,regular,39,2,0,39,0,0,0,0,0
FB01727,2013,9,2,3,product_photo,0.607618,0.550000,regular,21,22,0,21,0,0,0,0,0
FB01735,2013,9,2,22,live_video,0.330926,1.269166,policy_shift,108,5,0,108,0,0,0,0,0
FB01747,2013,7,2,4,product_photo,0.607618,0.550000,regular,74,2,0,74,0,0,0,0,0
FB01756,2013,7,2,7,product_photo,0.607618,0.550000,regular,97,5,1,97,0,0,0,0,0
FB01760,2013,7,2,0,product_photo,0.607618,0.550000,regular,38,0,0,38,0,0,0,0,0
FB01761,2013,7,2,0,product_photo,0.607618,0.550000,regular,102,5,0,102,0,0,0,0,0
FB01765,2013,7,4,1,product_photo,0.607618,0.550000,regular,78,5,1,78,0,0,0,0,0
FB01767,2013,7,3,22,product_photo,0.607618,0.550000,regular,54,6,2,54,0,0,0,0,0
FB01776,2013,7,1,2,product_photo,0.607618,0.550000,regular,38,0,5,38,0,0,0,0,0
FB01779,2013,6,5,0,product_photo,0.607618,0.550000,regular,4,0,2,4,0,0,0,0,0
FB01793,2013,6,5,6,product_photo,0.607618,0.550000,regular,62,8,0,62,0,0,0,0,0
FB01796,2013,6,5,2,product_photo,0.607618,0.550000,regular,49,7,0,49,0,0,0,0,0
FB01807,2013,6,6,8,product_photo,0.607618,0.550000,regular,47,0,0,47,0,0,0,0,0
FB01817,2013,6,5,0,product_photo,0.607618,0.550000,regular,73,10,0,73,0,0,0,0,0
FB01824,2013,5,1,3,product_photo,0.607618,0.550000,regular,52,0,0,52,0,0,0,0,0
FB01830,2013,5,6,15,product_photo,0.607618,0.550000,regular,7,0,0,7,0,0,0,0,0
FB01835,2013,5,3,11,product_photo,0.607618,0.550000,regular,97,0,0,97,0,0,0,0,0
FB01851,2013,4,2,1,text_status,0.052110,3.000000,low_support,41,19,11,41,0,0,0,0,0
FB01855,2013,4,0,23,product_photo,0.607618,0.550000,regular,53,7,0,53,0,0,0,0,0
FB01856,2013,4,0,11,product_photo,0.607618,0.550000,regular,5,0,0,5,0,0,0,0,0
FB01883,2013,4,1,8,product_photo,0.607618,0.550000,regular,30,0,0,30,0,0,0,0,0
FB01900,2013,3,5,10,product_photo,0.607618,0.550000,regular,69,6,0,69,0,0,0,0,0
FB01921,2013,3,0,0,product_photo,0.607618,0.550000,regular,57,7,0,57,0,0,0,0,0
FB01930,2013,2,3,8,product_photo,0.607618,0.550000,regular,47,0,0,47,0,0,0,0,0
FB01932,2013,2,2,5,product_photo,0.607618,0.550000,regular,40,1,0,40,0,0,0,0,0
