post_id,published_year,published_month,published_weekday,published_hour,logged_content_route,behavior_propensity,target_policy_weight,priority_stratum,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,response_route
FB00095,2017,12,6,1,product_photo,0.607618,0.550000,regular,572,16,0,554,16,2,0,0,0,emotion_nurture
FB00097,2017,11,1,1,product_photo,0.607618,0.550000,regular,266,25,0,250,11,5,0,0,0,emotion_nurture
FB00099,2017,11,5,22,live_video,0.330926,1.269166,policy_shift,421,709,30,373,45,2,0,1,0,conversation_service
FB00100,2017,11,5,1,live_video,0.330926,1.269166,policy_shift,1493,1979,753,1333,139,9,3,8,1,share_amplify
FB00101,2017,11,3,0,product_photo,0.607618,0.550000,regular,76,17,0,76,0,0,0,0,0,conversation_service
FB00105,2017,10,3,12,product_photo,0.607618,0.550000,regular,117,2,53,108,9,0,0,0,0,share_amplify
FB00110,2017,10,1,1,product_photo,0.607618,0.550000,regular,458,14,0,451,3,4,0,0,0,emotion_nurture
FB00115,2017,10,5,3,product_photo,0.607618,0.550000,regular,428,14,0,419,4,5,0,0,0,emotion_nurture
FB00116,2017,10,4,6,product_photo,0.607618,0.550000,regular,479,17,0,462,10,7,0,0,0,emotion_nurture
FB00120,2017,10,2,2,live_video,0.330926,1.269166,policy_shift,247,120,16,232,14,1,0,0,0,conversation_service
FB00121,2017,10,1,5,live_video,0.330926,1.269166,policy_shift,269,453,39,242,26,1,0,0,0,conversation_service
FB00122,2017,10,1,2,live_video,0.330926,1.269166,policy_shift,258,486,32,235,23,0,0,0,0,conversation_service
FB00123,2017,10,1,1,product_photo,0.607618,0.550000,regular,109,2,1,104,5,0,0,0,0,emotion_nurture
FB00124,2017,10,0,22,product_photo,0.607618,0.550000,regular,97,5,0,96,0,1,0,0,0,conversation_service
FB00125,2017,10,0,6,live_video,0.330926,1.269166,policy_shift,280,199,25,254,24,2,0,0,0,emotion_nurture
FB00127,2017,10,6,22,product_photo,0.607618,0.550000,regular,51,11,0,51,0,0,0,0,0,conversation_service
FB00128,2017,10,6,2,live_video,0.330926,1.269166,policy_shift,280,825,47,243,35,1,1,0,0,conversation_service
FB00129,2017,10,5,10,live_video,0.330926,1.269166,policy_shift,688,0,0,632,34,0,0,22,0,emotion_nurture
FB00133,2017,10,4,8,product_photo,0.607618,0.550000,regular,15,11,0,15,0,0,0,0,0,routine_watch
FB00136,2017,10,6,1,live_video,0.330926,1.269166,policy_shift,28,6,0,28,0,0,0,0,0,conversation_service
FB00140,2017,9,0,22,product_photo,0.607618,0.550000,regular,49,11,0,47,2,0,0,0,0,conversation_service
FB00141,2017,9,6,1,live_video,0.330926,1.269166,policy_shift,226,449,37,189,25,1,1,10,0,conversation_service
FB00142,2017,9,6,1,live_video,0.330926,1.269166,policy_shift,104,49,13,91,12,0,0,1,0,emotion_nurture
FB00144,2017,9,5,0,live_video,0.330926,1.269166,policy_shift,244,589,48,213,29,1,1,0,0,conversation_service
FB00145,2017,9,4,8,live_video,0.330926,1.269166,policy_shift,252,558,41,204,45,1,1,0,1,emotion_nurture
FB00147,2017,9,3,1,product_photo,0.607618,0.550000,regular,321,5,0,307,11,2,1,0,0,emotion_nurture
FB00149,2017,9,2,23,live_video,0.330926,1.269166,policy_shift,136,31,16,122,14,0,0,0,0,emotion_nurture
FB00150,2017,9,2,21,live_video,0.330926,1.269166,policy_shift,337,247,27,300,35,1,1,0,0,emotion_nurture
FB00153,2017,9,1,7,live_video,0.330926,1.269166,policy_shift,339,424,36,296,38,1,4,0,0,emotion_nurture
FB00154,2017,9,1,6,product_photo,0.607618,0.550000,regular,341,3,0,331,8,2,0,0,0,emotion_nurture
FB00155,2017,9,1,0,live_video,0.330926,1.269166,policy_shift,177,131,27,150,27,0,0,0,0,emotion_nurture
FB00157,2017,9,1,22,product_photo,0.607618,0.550000,regular,43,7,0,41,2,0,0,0,0,emotion_nurture
FB00158,2017,9,0,6,product_photo,0.607618,0.550000,regular,40,7,0,39,1,0,0,0,0,conversation_service
FB00159,2017,9,3,22,product_photo,0.607618,0.550000,regular,58,14,0,57,1,0,0,0,0,conversation_service
FB00161,2017,9,3,2,product_photo,0.607618,0.550000,regular,148,4,3,144,4,0,0,0,0,emotion_nurture
FB00162,2017,9,2,23,product_photo,0.607618,0.550000,regular,150,24,2,144,6,0,0,0,0,emotion_nurture
FB00163,2017,9,2,7,product_photo,0.607618,0.550000,regular,53,12,0,53,0,0,0,0,0,conversation_service
FB00169,2017,8,2,8,product_photo,0.607618,0.550000,regular,181,20,0,180,1,0,0,0,0,conversation_service
FB00170,2017,8,6,9,product_photo,0.607618,0.550000,regular,267,20,1,249,8,10,0,0,0,emotion_nurture
FB00173,2017,8,4,2,live_video,0.330926,1.269166,policy_shift,26,7,0,26,0,0,0,0,0,conversation_service
FB00174,2017,8,3,2,product_photo,0.607618,0.550000,regular,255,18,0,244,11,0,0,0,0,emotion_nurture
FB00175,2017,8,2,6,product_photo,0.607618,0.550000,regular,174,6,1,167,5,2,0,0,0,emotion_nurture
FB00177,2017,8,1,10,product_photo,0.607618,0.550000,regular,62,3,0,58,4,0,0,0,0,emotion_nurture
FB00179,2017,8,1,0,product_photo,0.607618,0.550000,regular,110,18,6,110,0,0,0,0,0,share_amplify
FB00180,2017,8,1,0,product_photo,0.607618,0.550000,regular,119,12,7,117,2,0,0,0,0,share_amplify
FB00184,2017,8,4,11,product_photo,0.607618,0.550000,regular,82,8,0,80,1,0,0,1,0,emotion_nurture
FB00186,2017,8,1,9,product_photo,0.607618,0.550000,regular,147,17,7,141,5,1,0,0,0,emotion_nurture
FB00188,2017,8,0,7,live_video,0.330926,1.269166,policy_shift,299,564,42,262,34,1,1,0,1,conversation_service
FB00189,2017,8,5,2,product_photo,0.607618,0.550000,regular,629,11,1,607,18,4,0,0,0,emotion_nurture
FB00190,2017,8,4,20,product_photo,0.607618,0.550000,regular,69,2,0,67,2,0,0,0,0,emotion_nurture
FB00191,2017,8,4,0,live_video,0.330926,1.269166,policy_shift,219,110,17,190,26,1,2,0,0,emotion_nurture
FB00192,2017,8,3,23,product_photo,0.607618,0.550000,regular,30,2,0,27,3,0,0,0,0,emotion_nurture
FB00193,2017,8,3,9,product_photo,0.607618,0.550000,regular,65,1,0,62,2,1,0,0,0,emotion_nurture
FB00202,2017,8,6,0,product_photo,0.607618,0.550000,regular,57,7,0,57,0,0,0,0,0,conversation_service
FB00203,2017,8,5,1,product_photo,0.607618,0.550000,regular,74,6,3,74,0,0,0,0,0,share_amplify
FB00204,2017,8,3,4,live_video,0.330926,1.269166,policy_shift,368,911,50,317,50,1,0,0,0,conversation_service
FB00206,2017,8,2,22,product_photo,0.607618,0.550000,regular,176,3,0,175,0,1,0,0,0,emotion_nurture
FB00208,2017,8,2,2,product_photo,0.607618,0.550000,regular,162,6,2,158,3,1,0,0,0,emotion_nurture
FB00209,2017,8,1,23,live_video,0.330926,1.269166,policy_shift,734,996,73,601,116,11,6,0,0,emotion_nurture
FB00211,2017,7,0,9,text_status,0.052110,3.000000,low_support,33,6,3,31,2,0,0,0,0,share_amplify
FB00217,2017,7,1,22,product_photo,0.607618,0.550000,regular,94,23,6,94,0,0,0,0,0,conversation_service
FB00218,2017,7,5,8,live_video,0.330926,1.269166,policy_shift,303,34,3,291,11,1,0,0,0,emotion_nurture
FB00220,2017,7,4,23,product_photo,0.607618,0.550000,regular,248,14,0,241,7,0,0,0,0,emotion_nurture
FB00221,2017,7,4,8,product_photo,0.607618,0.550000,regular,422,6,0,410,8,3,1,0,0,emotion_nurture
FB00222,2017,7,4,4,product_photo,0.607618,0.550000,regular,189,3,0,184,2,0,3,0,0,emotion_nurture
FB00223,2017,7,4,2,product_photo,0.607618,0.550000,regular,390,17,2,382,5,3,0,0,0,emotion_nurture
FB00224,2017,7,3,23,product_photo,0.607618,0.550000,regular,618,28,0,597,14,7,0,0,0,emotion_nurture
FB00228,2017,7,3,0,product_photo,0.607618,0.550000,regular,51,10,0,51,0,0,0,0,0,conversation_service
FB00229,2017,7,2,7,live_video,0.330926,1.269166,policy_shift,282,524,38,247,34,0,1,0,0,conversation_service
FB00230,2017,7,6,7,product_photo,0.607618,0.550000,regular,369,14,1,362,7,0,0,0,0,emotion_nurture
FB00231,2017,7,5,8,product_photo,0.607618,0.550000,regular,138,16,6,133,4,1,0,0,0,emotion_nurture
FB00236,2017,6,0,4,product_photo,0.607618,0.550000,regular,383,8,1,367,13,3,0,0,0,emotion_nurture
FB00237,2017,6,6,11,product_photo,0.607618,0.550000,regular,216,0,1,211,5,0,0,0,0,emotion_nurture
FB00243,2017,6,5,23,product_photo,0.607618,0.550000,regular,199,9,1,186,13,0,0,0,0,emotion_nurture
FB00244,2017,6,5,4,product_photo,0.607618,0.550000,regular,717,40,1,680,30,7,0,0,0,emotion_nurture
FB00248,2017,6,1,23,product_photo,0.607618,0.550000,regular,264,2,0,256,2,5,0,0,0,emotion_nurture
FB00250,2017,6,0,9,product_photo,0.607618,0.550000,regular,208,1,0,201,7,0,0,0,0,emotion_nurture
FB00252,2017,6,0,5,product_photo,0.607618,0.550000,regular,247,6,0,234,9,1,0,0,0,emotion_nurture
FB00255,2017,6,5,8,product_photo,0.607618,0.550000,regular,178,9,0,170,6,0,0,0,0,emotion_nurture
FB00256,2017,6,5,6,product_photo,0.607618,0.550000,regular,218,4,0,212,5,1,0,0,0,emotion_nurture
FB00259,2017,6,3,5,product_photo,0.607618,0.550000,regular,232,0,2,224,8,0,0,0,0,emotion_nurture
FB00260,2017,6,3,5,product_photo,0.607618,0.550000,regular,252,3,0,244,4,4,0,0,0,emotion_nurture
FB00261,2017,6,3,3,product_photo,0.607618,0.550000,regular,122,0,0,114,8,0,0,0,0,emotion_nurture
FB00265,2017,5,1,1,product_photo,0.607618,0.550000,regular,290,12,0,275,13,1,1,0,0,emotion_nurture
FB00266,2017,5,6,23,product_photo,0.607618,0.550000,regular,67,6,3,66,0,1,0,0,0,share_amplify
FB00267,2017,5,6,5,product_photo,0.607618,0.550000,regular,783,11,0,752,30,1,0,0,0,emotion_nurture
FB00268,2017,5,6,3,product_photo,0.607618,0.550000,regular,77,2,0,76,1,0,0,0,0,emotion_nurture
FB00270,2017,5,4,4,product_photo,0.607618,0.550000,regular,103,0,0,100,2,1,0,0,0,emotion_nurture
FB00271,2017,5,3,3,live_video,0.330926,1.269166,policy_shift,32,0,2,32,0,0,0,0,0,share_amplify
FB00272,2017,5,2,22,product_photo,0.607618,0.550000,regular,239,5,2,229,8,0,0,2,0,emotion_nurture
FB00273,2017,5,2,2,product_photo,0.607618,0.550000,regular,111,6,0,110,1,0,0,0,0,conversation_service
FB00277,2017,5,4,5,live_video,0.330926,1.269166,policy_shift,75,0,5,75,0,0,0,0,0,share_amplify
FB00279,2017,5,3,0,product_photo,0.607618,0.550000,regular,520,8,0,505,13,2,0,0,0,emotion_nurture
FB00280,2017,5,1,10,product_photo,0.607618,0.550000,regular,134,2,0,132,2,0,0,0,0,emotion_nurture
FB00281,2017,5,1,8,product_photo,0.607618,0.550000,regular,228,1,1,220,7,1,0,0,0,emotion_nurture
FB00282,2017,5,0,0,live_video,0.330926,1.269166,policy_shift,498,254,17,408,77,5,6,1,1,emotion_nurture
FB00283,2017,4,5,0,product_photo,0.607618,0.550000,regular,166,5,2,159,7,0,0,0,0,emotion_nurture
FB00284,2017,4,3,3,live_video,0.330926,1.269166,policy_shift,272,265,20,228,44,0,0,0,0,emotion_nurture
FB00287,2017,4,2,0,link_teaser,0.009346,3.000000,low_support,33,1,1,33,0,0,0,0,0,share_amplify
FB00288,2017,4,5,1,product_photo,0.607618,0.550000,regular,252,5,0,239,9,4,0,0,0,emotion_nurture
FB00290,2017,4,3,7,product_photo,0.607618,0.550000,regular,264,8,3,257,5,2,0,0,0,emotion_nurture
FB00292,2017,4,3,6,product_photo,0.607618,0.550000,regular,61,5,0,57,3,1,0,0,0,emotion_nurture
FB00293,2017,4,3,5,live_video,0.330926,1.269166,policy_shift,172,7,7,163,6,2,1,0,0,emotion_nurture
FB00294,2017,4,3,2,live_video,0.330926,1.269166,policy_shift,616,523,21,459,125,21,8,0,1,emotion_nurture
FB00295,2017,4,2,9,product_photo,0.607618,0.550000,regular,188,0,0,184,4,0,0,0,0,emotion_nurture
FB00296,2017,4,2,8,live_video,0.330926,1.269166,policy_shift,593,309,23,484,99,1,4,4,1,emotion_nurture
FB00297,2017,4,1,1,product_photo,0.607618,0.550000,regular,189,2,0,182,5,2,0,0,0,emotion_nurture
FB00298,2017,4,0,1,product_photo,0.607618,0.550000,regular,178,5,0,175,3,0,0,0,0,emotion_nurture
FB00300,2017,4,2,22,product_photo,0.607618,0.550000,regular,362,9,0,352,7,3,0,0,0,emotion_nurture
FB00304,2017,4,1,1,product_photo,0.607618,0.550000,regular,97,8,2,94,3,0,0,0,0,emotion_nurture
FB00305,2017,4,6,3,product_photo,0.607618,0.550000,regular,400,16,0,392,6,2,0,0,0,emotion_nurture
FB00310,2017,4,3,8,product_photo,0.607618,0.550000,regular,210,0,0,204,6,0,0,0,0,emotion_nurture
FB00312,2017,4,2,6,product_photo,0.607618,0.550000,regular,374,4,0,360,7,7,0,0,0,emotion_nurture
FB00315,2017,4,1,20,live_video,0.330926,1.269166,policy_shift,7,5,0,7,0,0,0,0,0,routine_watch
FB00317,2017,4,5,9,product_photo,0.607618,0.550000,regular,168,1,0,168,0,0,0,0,0,share_amplify
FB00319,2017,3,4,10,product_photo,0.607618,0.550000,regular,196,1,0,190,6,0,0,0,0,emotion_nurture
FB00320,2017,3,4,4,product_photo,0.607618,0.550000,regular,100,3,0,99,1,0,0,0,0,emotion_nurture
FB00321,2017,3,3,10,product_photo,0.607618,0.550000,regular,85,4,0,79,4,2,0,0,0,emotion_nurture
FB00322,2017,3,2,9,product_photo,0.607618,0.550000,regular,34,10,6,34,0,0,0,0,0,share_amplify
FB00323,2017,3,0,7,product_photo,0.607618,0.550000,regular,41,9,0,39,1,1,0,0,0,conversation_service
FB00326,2017,3,5,1,product_photo,0.607618,0.550000,regular,161,9,2,158,3,0,0,0,0,emotion_nurture
FB00328,2017,3,3,8,product_photo,0.607618,0.550000,regular,97,9,3,95,2,0,0,0,0,share_amplify
FB00329,2017,3,2,21,product_photo,0.607618,0.550000,regular,489,3,0,480,6,3,0,0,0,emotion_nurture
FB00330,2017,3,2,4,product_photo,0.607618,0.550000,regular,245,4,0,242,3,0,0,0,0,emotion_nurture
FB00335,2017,3,1,0,product_photo,0.607618,0.550000,regular,72,1,0,72,0,0,0,0,0,share_amplify
FB00336,2017,3,1,0,product_photo,0.607618,0.550000,regular,174,0,0,173,1,0,0,0,0,emotion_nurture
FB00337,2017,3,0,23,product_photo,0.607618,0.550000,regular,192,0,0,186,3,3,0,0,0,emotion_nurture
FB00338,2017,3,0,22,live_video,0.330926,1.269166,policy_shift,286,61,5,250,30,5,1,0,0,emotion_nurture
FB00339,2017,3,0,21,product_photo,0.607618,0.550000,regular,231,0,0,230,0,1,0,0,0,emotion_nurture
FB00347,2017,3,1,9,product_photo,0.607618,0.550000,regular,272,9,0,268,2,2,0,0,0,emotion_nurture
FB00352,2017,3,6,1,product_photo,0.607618,0.550000,regular,526,18,0,512,12,2,0,0,0,emotion_nurture
FB00353,2017,3,5,23,product_photo,0.607618,0.550000,regular,418,4,0,406,9,3,0,0,0,emotion_nurture
FB00357,2017,3,3,22,live_video,0.330926,1.269166,policy_shift,591,560,49,498,84,3,4,1,1,emotion_nurture
FB00359,2017,3,5,12,product_photo,0.607618,0.550000,regular,119,16,0,105,0,0,0,8,6,emotion_nurture
FB00360,2017,3,5,9,product_photo,0.607618,0.550000,regular,67,9,0,66,1,0,0,0,0,conversation_service
FB00361,2017,3,5,9,product_photo,0.607618,0.550000,regular,439,10,3,424,15,0,0,0,0,emotion_nurture
FB00363,2017,3,5,9,product_photo,0.607618,0.550000,regular,690,10,0,667,21,2,0,0,0,emotion_nurture
FB00364,2017,3,3,0,text_status,0.052110,3.000000,low_support,84,7,1,84,0,0,0,0,0,conversation_service
FB00366,2017,2,1,2,product_photo,0.607618,0.550000,regular,63,1,0,61,0,2,0,0,0,emotion_nurture
FB00367,2017,2,0,10,link_teaser,0.009346,3.000000,low_support,46,3,1,46,0,0,0,0,0,share_amplify
FB00369,2017,2,2,2,live_video,0.330926,1.269166,policy_shift,51,8,6,51,0,0,0,0,0,share_amplify
FB00374,2017,2,2,9,live_video,0.330926,1.269166,policy_shift,204,128,4,184,17,0,2,1,0,emotion_nurture
FB00377,2017,2,1,4,live_video,0.330926,1.269166,policy_shift,256,427,30,191,62,1,2,0,0,emotion_nurture
FB00378,2017,2,1,0,product_photo,0.607618,0.550000,regular,146,1,0,142,2,2,0,0,0,emotion_nurture
FB00379,2017,2,0,1,product_photo,0.607618,0.550000,regular,212,0,1,206,5,0,1,0,0,emotion_nurture
FB00383,2017,2,4,23,product_photo,0.607618,0.550000,regular,301,7,0,288,6,6,0,1,0,emotion_nurture
FB00384,2017,2,4,22,live_video,0.330926,1.269166,policy_shift,88,1,0,87,1,0,0,0,0,emotion_nurture
FB00386,2017,2,3,23,product_photo,0.607618,0.550000,regular,398,11,0,390,4,4,0,0,0,emotion_nurture
FB00388,2017,2,3,3,product_photo,0.607618,0.550000,regular,151,0,0,146,3,2,0,0,0,emotion_nurture
FB00389,2017,2,2,21,product_photo,0.607618,0.550000,regular,155,5,0,152,2,0,1,0,0,emotion_nurture
FB00393,2017,2,1,23,product_photo,0.607618,0.550000,regular,132,3,0,123,5,4,0,0,0,emotion_nurture
FB00394,2017,2,1,23,product_photo,0.607618,0.550000,regular,149,3,0,142,5,2,0,0,0,emotion_nurture
FB00395,2017,2,1,12,product_photo,0.607618,0.550000,regular,274,9,0,260,11,2,1,0,0,emotion_nurture
FB00397,2017,2,1,1,live_video,0.330926,1.269166,policy_shift,138,25,2,125,11,2,0,0,0,emotion_nurture
FB00398,2017,2,0,9,live_video,0.330926,1.269166,policy_shift,627,266,8,519,105,2,0,1,0,emotion_nurture
FB00399,2017,2,3,5,product_photo,0.607618,0.550000,regular,289,23,0,279,7,3,0,0,0,emotion_nurture
FB00403,2017,1,0,8,product_photo,0.607618,0.550000,regular,301,10,0,294,6,1,0,0,0,emotion_nurture
FB00405,2017,1,6,1,product_photo,0.607618,0.550000,regular,210,3,0,206,4,0,0,0,0,emotion_nurture
FB00407,2017,1,4,8,product_photo,0.607618,0.550000,regular,223,6,0,215,7,1,0,0,0,emotion_nurture
FB00410,2017,1,2,5,product_photo,0.607618,0.550000,regular,362,10,0,354,8,0,0,0,0,emotion_nurture
FB00412,2017,1,6,9,product_photo,0.607618,0.550000,regular,156,2,0,151,5,0,0,0,0,emotion_nurture
FB00414,2017,1,5,22,live_video,0.330926,1.269166,policy_shift,446,6148,120,352,80,7,5,0,2,conversation_service
FB00415,2017,1,5,21,text_status,0.052110,3.000000,low_support,102,1,0,102,0,0,0,0,0,share_amplify
FB00416,2017,1,5,6,product_photo,0.607618,0.550000,regular,161,6,0,158,3,0,0,0,0,emotion_nurture
FB00417,2017,1,5,5,product_photo,0.607618,0.550000,regular,279,8,0,273,6,0,0,0,0,emotion_nurture
FB00419,2017,1,2,23,product_photo,0.607618,0.550000,regular,230,8,0,221,8,1,0,0,0,emotion_nurture
FB00421,2017,1,2,0,product_photo,0.607618,0.550000,regular,113,2,1,107,3,2,0,1,0,emotion_nurture
FB00422,2017,1,1,1,live_video,0.330926,1.269166,policy_shift,256,103,16,205,47,1,2,0,1,emotion_nurture
FB00423,2017,1,6,9,product_photo,0.607618,0.550000,regular,306,4,0,301,3,2,0,0,0,emotion_nurture
FB00424,2017,1,6,9,product_photo,0.607618,0.550000,regular,566,10,0,548,4,14,0,0,0,emotion_nurture
FB00425,2017,1,6,7,product_photo,0.607618,0.550000,regular,186,1,1,184,0,2,0,0,0,emotion_nurture
FB00426,2017,1,6,7,live_video,0.330926,1.269166,policy_shift,135,9,2,118,10,4,2,1,0,emotion_nurture
FB00427,2017,1,6,6,live_video,0.330926,1.269166,policy_shift,174,195,3,146,18,5,4,1,0,emotion_nurture
FB00428,2017,1,5,23,live_video,0.330926,1.269166,policy_shift,171,84,4,159,10,2,0,0,0,conversation_service
FB00429,2017,1,5,5,product_photo,0.607618,0.550000,regular,373,8,0,365,5,3,0,0,0,emotion_nurture
FB00432,2017,1,4,4,product_photo,0.607618,0.550000,regular,148,16,5,146,1,1,0,0,0,share_amplify
FB00435,2017,1,0,8,product_photo,0.607618,0.550000,regular,254,5,0,252,2,0,0,0,0,emotion_nurture
FB00436,2016,12,5,5,product_photo,0.607618,0.550000,regular,304,9,6,298,5,1,0,0,0,emotion_nurture
FB00437,2016,12,4,9,product_photo,0.607618,0.550000,regular,437,6,0,433,4,0,0,0,0,emotion_nurture
FB00438,2016,12,3,6,product_photo,0.607618,0.550000,regular,412,4,2,399,13,0,0,0,0,emotion_nurture
FB00439,2016,12,0,22,product_photo,0.607618,0.550000,regular,183,11,0,175,6,2,0,0,0,emotion_nurture
FB00440,2016,12,0,8,product_photo,0.607618,0.550000,regular,353,8,2,342,9,1,1,0,0,emotion_nurture
FB00441,2016,12,0,5,product_photo,0.607618,0.550000,regular,144,14,1,142,2,0,0,0,0,conversation_service
FB00442,2016,12,0,4,product_photo,0.607618,0.550000,regular,905,10,5,876,21,8,0,0,0,emotion_nurture
FB00443,2016,12,6,6,live_video,0.330926,1.269166,policy_shift,151,19,2,129,18,2,1,1,0,emotion_nurture
FB00444,2016,12,6,0,product_photo,0.607618,0.550000,regular,276,4,0,264,8,3,1,0,0,emotion_nurture
FB00446,2016,12,5,0,live_video,0.330926,1.269166,policy_shift,340,1201,47,276,55,1,6,1,1,conversation_service
FB00447,2016,12,4,23,product_photo,0.607618,0.550000,regular,478,12,0,463,11,4,0,0,0,emotion_nurture
