case_id,policy_id,cluster,event_id,state_id,next_state,reward,cost,target_prob,behavior_prob,noise_a,source_id
public-010,P1,1,event::09:0:1:1:3,S09_01,S09_00,0.42736676694013087,0.23285462547118962,0.3344051971157877,0.080633326807645914,414.839523176,noise::0699514432
public-013,P3,1,event::12:2:1:2:7,S12_02,S12_03,0.61786067073379813,0.2546451982839642,0.14530981127548986,0.41299748571276146,-834.848565937,noise::9232721335
public-007,P1,3,event::06:0:3:2:7,S06_02,S06_04,0.62990940291096531,0.24791093181742013,0.20172801163735626,0.42456844698898644,36.8634657015,noise::3336024000
public-002,P4,0,event::01:3:0:3:1,S01_03,S01_05,1.5318905185304414,0.26081678808732062,0.79669263641378685,0.23482486917310386,-577.613899233,noise::9594299536
public-013,P2,0,event::12:1:0:0:6,S12_00,S12_02,0.58317302127866877,0.21342177576747051,0.60199897622591314,0.37797300604688616,-88.474689526,noise::6852718105
public-005,P4,1,event::04:3:1:2:3,S04_02,S04_04,0.74527113191013517,0.23306154270030369,0.55235272148949444,0.12231898860774165,391.881735453,noise::7943967393
public-006,P1,1,event::05:0:1:5:5,S05_05,S05_01,0.52574470251633754,0.29870082679327919,0.71795118766600075,0.072036389925437733,145.82728367,noise::3993547225
public-013,P3,3,event::12:2:3:4:3,S12_04,S12_04,0.99065624891167292,0.26915194415775878,0.62062566522380314,0.38990566924742137,669.588128723,noise::9994934607
public-006,P4,1,event::05:3:1:1:8,S05_01,S05_03,0.36720802332228158,0.24945973588448561,0.22646435627717013,0.60343718062728102,653.08752775,noise::2669408079
public-003,P1,2,event::02:0:2:1:0,S02_01,S02_02,0.72060428096625606,0.22109135815372644,0.14671346282352729,0.079208785179749427,905.357102653,noise::3304881073
public-013,P2,5,event::12:1:5:5:0,S12_05,S12_00,0.58422189280877324,0.27674909495316191,0.82452457601030515,0.63357205367486824,129.837327976,noise::6827893485
public-002,P2,4,event::01:1:4:0:6,S01_00,S01_03,0.80794795896917049,0.2185567622558599,0.77930833426492119,0.80786057064009364,457.524251244,noise::4055428402
public-011,P2,3,event::10:1:3:1:0,S10_01,S10_03,0.88607670970247487,0.22135389399137942,0.56338430539367157,0.23490189993685429,728.676580469,noise::7123307759
public-007,P2,0,event::06:1:0:0:4,S06_00,S06_02,1.0054380657141042,0.21478390470337785,0.85329711952890874,0.56808501935890354,667.568580087,noise::6296412858
public-006,P3,2,event::05:2:2:5:8,S05_05,S05_00,0.44772790798890039,0.30425558632559063,0.27281625391974079,0.39015984480352434,-107.023505663,noise::1322637312
public-005,P4,5,event::04:3:5:3:8,S04_03,S04_05,1.4667640099030603,0.26789121685471112,0.72426244307883791,0.026989498276826757,-949.921997398,noise::5455597917
public-002,P4,2,event::01:3:2:4:1,S01_04,S01_00,0.25789730910285613,0.27611874828949212,0.63670953276251141,0.15590929107382631,485.137720305,noise::8151944432
public-009,P2,2,event::08:1:2:3:7,S08_03,S08_04,0.78154614460218286,0.2662246872620776,0.91150457158530085,0.73408017680381643,795.17983877,noise::1905886883
public-012,P4,2,event::11:3:2:5:0,S11_05,S11_01,1.0039940939236929,0.28009318845982401,0.33892122464132801,0.42561723403790158,-858.979359352,noise::6540368760
public-011,P3,1,event::10:2:1:1:2,S10_01,S10_01,0.75186064158958299,0.24369988268794457,0.26990204580059479,0.47506032718759061,-454.226020691,noise::9468422092
public-010,P3,4,event::09:2:4:3:7,S09_03,S09_01,0.81144809287869557,0.27495657746389485,0.94417520736022309,0.070468681607823241,-160.829944084,noise::3585435439
public-009,P1,4,event::08:0:4:4:6,S08_04,S08_03,0.89883344731919324,0.27033128954052849,0.032904670101556989,0.81500656962047435,-717.510553949,noise::4577931941
public-005,P4,0,event::04:3:0:0:3,S04_00,S04_02,1.3525698485479722,0.21094235727584654,0.58005782496439362,0.69801729451520644,-588.329203,noise::0037361440
public-002,P3,0,event::01:2:0:0:5,S01_00,S01_00,0.98999823279592813,0.23011345263951807,0.86854435739651215,0.78330322520968854,426.062053103,noise::3884020616
public-011,P4,4,event::10:3:4:0:5,S10_00,S10_02,1.2483930321500716,0.23303668666553412,0.17026695177171464,0.25251916707240124,418.87538886,noise::0917133508
public-004,P1,4,event::03:0:4:2:7,S03_02,S03_03,0.5840418994658767,0.24027764885080879,0.15893137423023077,0.062794780634191388,-212.428925554,noise::5492820149
public-013,P2,1,event::12:1:1:2:4,S12_02,S12_02,0.53780495105676973,0.25688858199798714,0.25500936885098879,0.43945133893358101,-319.961827781,noise::6024978989
public-003,P1,0,event::02:0:0:2:6,S02_02,S02_02,0.91688791982720308,0.24167346049990479,0.92695622968504388,0.52382143935642744,202.786856393,noise::3806135089
public-012,P3,0,event::11:2:0:2:6,S11_02,S11_02,0.63264432444234819,0.23332590954813612,0.83638876238213344,0.27283098905582703,-785.597231565,noise::5228751635
public-011,P3,2,event::10:2:2:1:8,S10_01,S10_01,0.87717063825322272,0.25064061021823208,0.7886780408748133,0.23183548125390416,-397.899044559,noise::0480712757
public-001,P1,3,event::00:0:3:0:5,S00_00,S00_01,0.444973739220963,0.23475075414299343,0.057557570427399604,0.80546381651751242,-570.403796375,noise::7714706012
public-012,P2,0,event::11:1:0:0:2,S11_00,S11_05,0.53209036591979797,0.22788213159263487,0.29035552296767003,0.65973643814970495,934.845696875,noise::6367661195
public-010,P4,0,event::09:3:0:3:7,S09_03,S09_05,0.58510132799422021,0.27412336654974157,0.87416387494676084,0.58393332919972296,455.265156538,noise::8194769038
public-009,P4,0,event::08:3:0:3:6,S08_03,S08_03,0.94206551312455611,0.24620579435317272,0.50655858837015155,0.78658213142901123,610.525097575,noise::4185092140
public-006,P3,2,event::05:2:2:1:3,S05_01,S05_01,0.77635448462085566,0.23243881265243166,0.28110914963156863,0.20130818275321105,-298.81400183,noise::0151037445
public-003,P4,3,event::02:3:3:2:6,S02_02,S02_04,0.57341405574433246,0.2371927860912974,0.46373205821142877,0.13603701507219537,539.250700093,noise::8549315398
public-005,P1,5,event::04:0:5:1:4,S04_01,S04_02,0.86192175414877958,0.23448285828914878,0.3759647633239489,0.68285128124522465,-121.092688329,noise::0819895848
public-008,P2,0,event::07:1:0:3:2,S07_03,S07_05,0.74915281852016991,0.28074488057859015,0.9289756274312595,0.72441978139915908,637.011720183,noise::5203306242
public-005,P2,1,event::04:1:1:1:4,S04_01,S04_03,0.38848630260905381,0.23209349216637795,0.27882017788173002,0.41287325912916673,-286.973879172,noise::8134116730
public-011,P4,3,event::10:3:3:2:8,S10_02,S10_04,1.315458275655347,0.26225915801646849,0.1249407764075498,0.082034513675250331,-675.270511891,noise::0065541910
public-012,P3,4,event::11:2:4:5:8,S11_05,S11_00,0.89239050545772214,0.30384641604621238,0.2788370290798845,0.71065498146304806,937.751737315,noise::2845574237
public-006,P2,3,event::05:1:3:4:0,S05_04,S05_00,0.836229243128077,0.27655738042706957,0.81635715548995924,0.13030120914024362,-401.430580019,noise::4266444327
public-006,P2,2,event::05:1:2:1:5,S05_01,S05_03,0.3085098076952566,0.25177650593081796,0.40551878166849459,0.78116984733648831,61.2015466575,noise::0472517088
public-013,P2,2,event::12:1:2:0:8,S12_00,S12_02,1.02567951222436,0.22644578073186111,0.13387830132905959,0.53316478423828118,444.708496423,noise::2222161566
public-009,P3,3,event::08:2:3:3:7,S08_03,S08_03,0.95474980511832142,0.27486978712486215,0.65462418498609631,0.32154627237383399,771.656859233,noise::0298569445
public-006,P1,3,event::05:0:3:0:2,S05_00,S05_01,0.52825882929581536,0.22677032423271079,0.028215118581879924,0.79932265924932289,904.477510761,noise::0863652935
public-009,P2,4,event::08:1:4:3:8,S08_03,S08_03,1.314925609876088,0.28409710301867042,0.7616939432972939,0.81539403258861576,540.381582678,noise::1207230585
public-003,P1,1,event::02:0:1:2:3,S02_02,S02_01,0.78836448546238103,0.24291352488878665,0.16090463435996996,0.74800158878225287,138.682862538,noise::2055336104
public-001,P2,3,event::00:1:3:5:5,S00_05,S00_00,0.21035956199512446,0.30974509434716258,0.45662899098327442,0.60665128906975629,473.422064785,noise::5646446137
public-009,P4,1,event::08:3:1:2:3,S08_02,S08_04,0.50143686124309506,0.23185607416267062,0.30065049330158611,0.26546780769371608,587.317509433,noise::2981978627
public-012,P2,3,event::11:1:3:1:0,S11_01,S11_03,0.91870899084621171,0.23328008570899117,0.21140108380200898,0.48809807287139867,148.497421735,noise::1804047195
public-012,P2,2,event::11:1:2:4:5,S11_04,S11_00,0.87504261990155507,0.28619114340833146,0.47710885570764644,0.091508365185842488,-525.168118668,noise::1593829557
public-004,P3,3,event::03:2:3:2:4,S03_02,S03_03,0.5767763367548886,0.25731370645768503,0.59009690554056238,0.66940210316192394,667.649465205,noise::7625479229
public-001,P2,2,event::00:1:2:4:3,S00_04,S00_06,0.57290072063907371,0.2751758870599032,0.75885397328821314,0.51768592263573965,-862.298595071,noise::7499866029
public-009,P4,5,event::08:3:5:4:4,S08_04,S08_01,0.86055519363764232,0.28999478572293491,0.19474211797816549,0.67524163343672983,-270.570966239,noise::0587057255
public-004,P1,1,event::03:0:1:4:5,S03_04,S03_00,0.77117652007655357,0.28930465987898701,0.75454775353738079,0.22261339824179779,331.387409026,noise::5934907719
public-010,P4,1,event::09:3:1:5:5,S09_05,S09_03,0.12521000389257167,0.3047446722949298,0.38358180223309429,0.52821411608353164,687.346850031,noise::1685735564
public-012,P2,3,event::11:1:3:1:3,S11_01,S11_03,0.91031423429385194,0.21942463747923174,0.28858036645584295,0.42574799182322448,-641.999773179,noise::3550832336
public-007,P3,2,event::06:2:2:0:5,S06_00,S06_01,0.47680469958201743,0.22318517116323158,0.10900376577587356,0.65360221062341417,646.87475624,noise::1623995516
public-012,P1,1,event::11:0:1:0:5,S11_00,S11_01,0.47769851653817785,0.2228371138114999,0.2124612649503142,0.41568296651658349,-481.580796934,noise::7464562932
public-006,P3,0,event::05:2:0:4:4,S05_04,S05_05,1.0172569887226168,0.28839483657510367,0.79042683630553534,0.67238155850901693,-535.630430389,noise::6231966840
public-001,P4,0,event::00:3:0:0:7,S00_00,S00_02,1.3585197933661188,0.21585084469463192,0.43189428765715426,0.81179818426059891,382.726322547,noise::0279443506
public-011,P2,0,event::10:1:0:5:2,S10_05,S10_01,0.54549006085953633,0.30413864205807828,0.40438875000046853,0.77077727543707319,-672.67749348,noise::4259408979
public-002,P1,4,event::01:0:4:3:8,S01_03,S01_03,0.88774698157406329,0.28463905696407676,0.16868599859127131,0.57035641164335082,305.145516841,noise::1584307382
public-002,P4,0,event::01:3:0:1:6,S01_01,S01_03,1.6362692952632529,0.23424732716113394,0.2223568466214374,0.53359827394757531,70.7733940131,noise::1135987108
public-005,P4,3,event::04:3:3:3:8,S04_03,S04_05,0.34077749648080236,0.28026187751243092,0.062285453460595719,0.11390920248765754,-442.570518805,noise::7248667843
public-011,P4,3,event::10:3:3:3:8,S10_03,S10_03,1.2992899734512979,0.2681527880258871,0.13769851039972178,0.62716197842430221,735.257847203,noise::5561267840
public-001,P4,1,event::00:3:1:5:1,S00_05,S00_05,1.1140496876749155,0.29925845927538192,0.1633633394554066,0.558987665465279,584.902831597,noise::4075089098
public-013,P3,0,event::12:2:0:4:1,S12_04,S12_04,0.53492768648929678,0.28756519106720446,0.19491898966435506,0.47341175378815942,627.357424815,noise::0521134731
public-009,P1,2,event::08:0:2:2:8,S08_02,S08_02,0.73079466359178658,0.25090606011209371,0.83541699031657057,0.70026345209651764,359.833941859,noise::9206700122
public-011,P1,1,event::10:0:1:0:7,S10_00,S10_01,0.39850412358596782,0.21322886405611158,0.8677968772089002,0.59059814197473293,-793.474112108,noise::2668302862
public-014,P3,0,event::13:2:0:3:1,S13_03,S13_03,0.80799645833887257,0.27341308354311472,0.72401450481000196,0.072928054864956696,-149.171935784,noise::6342087739
public-005,P3,3,event::04:2:3:1:3,S04_01,S04_02,0.74391529244141352,0.21973385511507629,0.50581796022737668,0.53416625287888297,162.068109464,noise::1713785864
public-012,P4,3,event::11:3:3:3:4,S11_03,S11_05,1.2837563436436881,0.26222574022259842,0.8322664433217698,0.34132389438425476,-408.69765586,noise::1579872828
public-014,P2,1,event::13:1:1:1:7,S13_01,S13_04,0.4981817393287854,0.23313601810303056,0.86412949454140586,0.60767767776860759,37.5522258656,noise::6314140102
public-005,P2,1,event::04:1:1:3:5,S04_03,S04_05,0.48757196108852685,0.26839554674446614,0.70690563431253095,0.4606864423296691,-959.017964684,noise::4783058231
public-014,P2,0,event::13:1:0:3:1,S13_03,S13_05,0.33083447915651076,0.26637894656451028,0.16824281149267059,0.80684136972279097,309.08770849,noise::7907842900
public-013,P1,2,event::12:0:2:1:7,S12_01,S12_02,0.76188297042124675,0.23339114535136704,0.20527084317463121,0.031499190186322579,-478.820995517,noise::5408385290
public-011,P2,3,event::10:1:3:5:6,S10_05,S10_03,1.0807168986646103,0.28671079445549297,0.91833512488874558,0.65451223493873956,-759.300135903,noise::0833215766
public-008,P3,0,event::07:2:0:4:2,S07_04,S07_03,0.86307179628582054,0.29797393557486224,0.69462896749182912,0.80296776243196011,812.760652061,noise::1023266491
public-008,P1,4,event::07:0:4:1:0,S07_01,S07_03,0.63961536643471262,0.21835376449947105,0.23294112248307117,0.51557234354084147,-716.153246072,noise::0439004189
public-003,P3,1,event::02:2:1:3:1,S02_03,S02_04,0.85172949374761142,0.27286737270264583,0.28282837292723356,0.57668481551891226,-293.868968944,noise::8654854533
public-012,P3,0,event::11:2:0:4:3,S11_04,S11_00,0.63716708176436498,0.2665769933150291,0.59064242700121572,0.53342802034992465,150.757287391,noise::5609586875
public-010,P1,1,event::09:0:1:2:7,S09_02,S09_04,0.53098563884990191,0.25621761183915043,0.69333686740253153,0.46998608679584747,150.888975446,noise::0683096784
public-007,P1,3,event::06:0:3:1:3,S06_01,S06_01,0.82353127700152251,0.22496893375887758,0.79930511035608853,0.39161079612924138,60.0448027633,noise::6362369093
public-013,P2,3,event::12:1:3:1:4,S12_01,S12_03,0.85914214628722363,0.23295480576518657,0.38955461531269725,0.79087465885482056,963.115892099,noise::4960040122
public-012,P1,4,event::11:0:4:1:6,S11_01,S11_02,0.89427710125146698,0.21970884023958942,0.56333585529465879,0.76331077432565908,-254.844761576,noise::9440762378
public-009,P2,1,event::08:1:1:1:6,S08_01,S08_00,0.22581494379557498,0.22842404467986588,0.84290390651273228,0.1518789453108379,156.125067766,noise::4891746277
public-010,P2,4,event::09:1:4:5:2,S09_05,S09_00,1.0457550966567608,0.2996592440145241,0.81973254635134707,0.74541666721100364,-997.682687119,noise::2520737118
public-014,P3,1,event::13:2:1:1:3,S13_01,S13_02,0.81302836861051875,0.23161658477906857,0.89237392236962143,0.56833028978803291,433.303289543,noise::0438487727
public-002,P4,3,event::01:3:3:2:4,S01_02,S01_04,0.42307540707236457,0.25836081142538986,0.3886014781541306,0.45448934414236114,696.536951872,noise::5006236707
public-005,P4,0,event::04:3:0:2:4,S04_02,S04_02,1.2081690631040649,0.25568220525590496,0.070176519299726681,0.61173143872184066,-764.674035303,noise::0870071255
public-014,P2,4,event::13:1:4:4:4,S13_04,S13_04,0.68320573862679046,0.27286584881659937,0.84783164098524166,0.23613873771654317,220.509000913,noise::3648821663
public-003,P2,2,event::02:1:2:5:1,S02_05,S02_01,0.23631224041763993,0.29636991538659119,0.41945208824354135,0.56486290020575747,134.938661778,noise::7328107217
public-014,P3,0,event::13:2:0:2:5,S13_02,S13_03,0.56229339034828862,0.25550422056275235,0.90605586149767525,0.29998840001651789,-700.908560417,noise::6423782065
public-014,P1,3,event::13:0:3:3:3,S13_03,S13_04,0.93847539417964776,0.25627216970824424,0.77394941145645668,0.21954485147459699,-648.817864758,noise::4774633950
public-011,P1,2,event::10:0:2:5:8,S10_05,S10_00,0.69342191170872447,0.30399918409645477,0.83017532191061949,0.64071068888043725,767.103295356,noise::1090542466
public-008,P3,2,event::07:2:2:4:0,S07_04,S07_02,0.66164521303569312,0.26547416218993031,0.76407959304054041,0.42841831792902407,909.73085582,noise::9576200312
public-007,P2,3,event::06:1:3:1:8,S06_01,S06_03,0.63730490658074346,0.24472186845139055,0.23233879860301543,0.27947716932355959,-447.669327486,noise::3796414543
public-010,P1,0,event::09:0:0:2:0,S09_02,S09_02,0.77839702939045019,0.2312555092830543,0.12243064808132945,0.64793223200765582,470.65067662,noise::5264977400
public-007,P1,0,event::06:0:0:4:7,S06_04,S06_05,0.60107403168638984,0.2706060143999387,0.50109385460346911,0.65446074273429977,460.309884238,noise::4827904742
public-004,P3,4,event::03:2:4:6:3,S03_06,S03_00,0.92470887539250646,0.30488572697347893,0.82594917331347073,0.34620864302089865,-395.374506402,noise::2246990474
public-008,P3,3,event::07:2:3:3:5,S07_03,S07_05,0.68054573484374659,0.27660246902630192,0.050113750725071404,0.46776554583279772,61.4081402875,noise::3932200491
public-014,P1,2,event::13:0:2:2:6,S13_02,S13_04,0.81850639506027867,0.24432072140552091,0.55697267952317053,0.27591756863143357,-821.032530846,noise::1065978199
public-003,P4,4,event::02:3:4:5:4,S02_05,S02_01,1.088148934851338,0.30327556100318293,0.6620368790429686,0.41674016791337121,-908.458787656,noise::4158689529
public-009,P2,4,event::08:1:4:1:5,S08_01,S08_05,1.2781032393846814,0.23600446636453593,0.27479540520471607,0.40648570301082648,-482.503466402,noise::1390388190
public-007,P3,3,event::06:2:3:2:4,S06_02,S06_04,0.76633399788631096,0.25648341378271666,0.93753123757119616,0.63019737457122582,-939.098247965,noise::6829830920
public-012,P3,2,event::11:2:2:4:8,S11_04,S11_05,0.88647168603211313,0.29091690005675747,0.20159096706878321,0.78499926457943336,-138.104575291,noise::2873665369
public-002,P3,3,event::01:2:3:5:3,S01_05,S01_05,0.8744187051108343,0.29316909093347876,0.63451062662226987,0.18464288341865998,99.4986811056,noise::2268050921
public-006,P3,0,event::05:2:0:5:6,S05_05,S05_00,1.0179901858751177,0.28045318853927198,0.66436204809389432,0.2833323211692641,196.761601555,noise::6104252465
public-006,P4,4,event::05:3:4:0:8,S05_00,S05_00,1.3268042418700352,0.22060776632461115,0.68435969746073588,0.17292344311710853,-218.91659213,noise::6217426959
public-012,P3,3,event::11:2:3:5:7,S11_05,S11_01,0.79663921082695399,0.30326022071056752,0.42428662771946551,0.22430614033149973,920.180464172,noise::2172868594
public-002,P3,3,event::01:2:3:2:8,S01_02,S01_02,0.48070941193452876,0.25580470110432774,0.31061399021300934,0.78468194500729771,684.366860833,noise::9345017202
public-013,P2,2,event::12:1:2:0:2,S12_00,S12_01,0.98818952441591734,0.22931889358249988,0.31313872734136944,0.57199025176773277,216.654651509,noise::6800846798
public-014,P2,3,event::13:1:3:0:4,S13_00,S13_02,1.0909831599444728,0.22367426358599249,0.29191323950959508,0.25573410767968408,140.24831768,noise::6270510964
public-013,P1,0,event::12:0:0:2:4,S12_02,S12_03,0.49656812545801798,0.25100922390963537,0.3741645515448061,0.18389533467604124,982.848232657,noise::9408599075
public-010,P1,2,event::09:0:2:4:5,S09_04,S09_05,0.58038545543599218,0.29225726898457488,0.57807668939913626,0.63162636550176143,255.563845459,noise::1267134239
public-005,P2,2,event::04:1:2:1:1,S04_01,S04_01,0.18324993729623487,0.24272025334744324,0.56147820364061984,0.63246295841939004,398.261663091,noise::7390647249
public-010,P2,2,event::09:1:2:5:2,S09_05,S09_00,0.55568470889750232,0.29579300126676777,0.82416864448334204,0.60489361058620916,52.4039919933,noise::2275815718
public-014,P3,1,event::13:2:1:2:3,S13_02,S13_03,0.69392946158106006,0.24291968260015018,0.091654605115805005,0.42080810511631056,-389.030332436,noise::5074756110
public-012,P1,0,event::11:0:0:3:0,S11_03,S11_04,0.75167600971229531,0.25145216745785037,0.84279048869939965,0.23705977923195282,-607.758230365,noise::6315035142
public-002,P4,4,event::01:3:4:2:5,S01_02,S01_01,0.97084828803666801,0.25758313469204425,0.85622398930528898,0.47409375888745187,648.249265644,noise::6011522000
public-001,P4,2,event::00:3:2:0:1,S00_00,S00_02,0.46621855679466412,0.21984718548852336,0.22222150997300749,0.38734234285832814,390.219836747,noise::1878465608
public-011,P1,1,event::10:0:1:3:3,S10_03,S10_04,0.71400201875937586,0.24852923522304285,0.5970148559897609,0.40286185555269571,128.783554264,noise::8598685432
public-006,P2,0,event::05:1:0:3:6,S05_03,S05_05,0.95011967213427884,0.25557524098786083,0.74918609583845497,0.42414561300474218,-310.639469759,noise::7978227667
public-008,P1,3,event::07:0:3:1:1,S07_01,S07_03,0.45993369946358742,0.2312156450011329,0.85606740021696559,0.049888503291693073,735.983162505,noise::3010923595
public-002,P2,2,event::01:1:2:5:8,S01_05,S01_05,0.56046679967251234,0.31338800732033611,0.16196669689376733,0.37786312803062416,178.126364268,noise::5218742429
public-009,P3,4,event::08:2:4:5:6,S08_05,S08_05,1.1696761142298902,0.2823931294547613,0.53974947936782625,0.68199644607673393,-133.555958762,noise::8499501998
public-011,P4,1,event::10:3:1:1:6,S10_01,S10_03,0.14129191279277761,0.2193873308991193,0.27191580492665907,0.17216849344257981,-230.707072605,noise::2864246528
public-006,P2,3,event::05:1:3:3:3,S05_03,S05_05,0.63972832979461691,0.2507304453302982,0.21348948953834868,0.34117088180487909,-293.583660008,noise::1772344897
public-002,P1,3,event::01:0:3:5:6,S01_05,S01_00,0.66145374746437402,0.29164637866649251,0.85995838388424961,0.48421099862593125,739.452143119,noise::5390481385
public-004,P3,0,event::03:2:0:2:0,S03_02,S03_03,1.1569529104033196,0.24851933200174939,0.34877828956067541,0.59176425078801498,-771.659200627,noise::6673609493
public-010,P4,1,event::09:3:1:5:0,S09_05,S09_00,0.42360494736184456,0.28994114204276722,0.3396073171062815,0.71655266480411373,-965.936567358,noise::1407318364
public-001,P2,5,event::00:1:5:1:1,S00_01,S00_03,0.85468961754314121,0.22602667017080999,0.17219027938615111,0.55123947683219521,37.6989771455,noise::7267671241
public-012,P2,0,event::11:1:0:0:5,S11_00,S11_03,0.58432365611689829,0.2233655007231265,0.65226347569837695,0.55096728073998491,-846.477046747,noise::3824711925
public-011,P1,3,event::10:0:3:3:3,S10_03,S10_05,0.64225485784323211,0.26354214701634737,0.5566446925091052,0.66042989053915546,-439.942774879,noise::0721200921
public-005,P3,0,event::04:2:0:3:0,S04_03,S04_04,1.0460035526698084,0.26494355325160168,0.92593425772041171,0.19570060357147107,-368.884722702,noise::5980795555
public-013,P2,3,event::12:1:3:5:5,S12_05,S12_00,1.0838939551731479,0.31297533335941252,0.26650428127319992,0.21292463957434216,517.159457458,noise::1280751015
public-006,P2,4,event::05:1:4:0:2,S05_00,S05_02,1.2754096906577079,0.22719237859375929,0.40735951586366115,0.61904160820665455,995.913952142,noise::8045174310
public-013,P2,3,event::12:1:3:0:6,S12_00,S12_02,1.2782521782199792,0.21100259163628721,0.31963057129238237,0.072713346540209001,-480.382079228,noise::9342213193
public-002,P1,2,event::01:0:2:5:8,S01_05,S01_05,0.81864262426510614,0.30487377634279855,0.35537548456152462,0.39234064407559321,-711.703276864,noise::7677958305
public-003,P2,3,event::02:1:3:3:5,S02_03,S02_05,0.35573030759583718,0.26995723815026279,0.35491783819751604,0.082583010870049794,-379.80876665,noise::5657715246
public-008,P4,0,event::07:3:0:2:5,S07_02,S07_00,1.0897672945147072,0.2633833472384644,0.30468806288936612,0.18900121718015764,-314.903813311,noise::5727581244
public-005,P1,3,event::04:0:3:4:6,S04_04,S04_05,0.5911598348749203,0.27663792534073428,0.031958905841978719,0.65762313873921741,627.062960687,noise::9398656711
public-005,P3,4,event::04:2:4:2:1,S04_02,S04_03,0.88632165717278832,0.25385605838703701,0.31146617860577663,0.47152525499331055,-624.349955136,noise::2364219169
public-013,P3,5,event::12:2:5:4:8,S12_04,S12_02,0.71620485321292771,0.28814167747310204,0.37198297062833291,0.80767209132732876,-203.490545496,noise::7194193654
public-014,P2,2,event::13:1:2:0:7,S13_00,S13_02,1.0269431474136868,0.22507741781689866,0.43941518623111891,0.70242257581746559,-489.671969249,noise::5160559162
public-011,P3,1,event::10:2:1:1:8,S10_01,S10_05,0.62568180343929281,0.24233146941511491,0.6515150470520007,0.3859366954362215,299.6873502,noise::3132006710
public-009,P3,0,event::08:2:0:5:7,S08_05,S08_00,0.68147269263582333,0.29725715485817866,0.27326563094043083,0.55232001969898958,-6.31044222386,noise::7076906973
public-006,P2,1,event::05:1:1:4:7,S05_04,S05_04,0.54364229567138977,0.27874410789636378,0.28102134428002201,0.28347116791464394,-768.098667447,noise::2071947755
public-001,P3,4,event::00:2:4:0:5,S00_00,S00_02,0.73552680997586362,0.23331530315985857,0.62331717159032285,0.062867766401722786,574.367218957,noise::4714098023
public-014,P4,3,event::13:3:3:0:8,S13_00,S13_01,1.3714443064715116,0.22348309604691324,0.92602115096268856,0.19810320887956401,-590.454333437,noise::2693963311
public-002,P4,0,event::01:3:0:5:6,S01_05,S01_01,1.5178993959937952,0.2754095462499469,0.39086648963712506,0.048859397515069972,874.290531521,noise::1779457289
public-003,P4,2,event::02:3:2:2:2,S02_02,S02_02,0.048902792637055409,0.26151574809516837,0.67907763529296472,0.075137557222212215,-973.219366686,noise::8954509413
public-014,P4,2,event::13:3:2:2:6,S13_02,S13_04,1.2540402882475572,0.24800465664865984,0.89572034681363755,0.32486957888847101,439.903036946,noise::9589540362
public-007,P4,2,event::06:3:2:4:4,S06_04,S06_04,-0.02268776881709611,0.27460612272278706,0.64804694776264438,0.60802640251703555,28.3190681011,noise::5846994142
public-007,P1,2,event::06:0:2:2:2,S06_02,S06_01,0.62103298709093713,0.25936563050760852,0.53548891621781114,0.57107226939638933,-49.2626975566,noise::3412013813
