event_id,timestamp_utc,calendar_day,hour_utc,campaign,logger,position,user_feature_0,user_feature_1,user_feature_2,user_feature_3,clicked_item,behavior_propensity
tr0055,2019-11-25T06:06:06.841670+00:00,25,6,women,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,13,0.211234451544
tr0056,2019-11-25T06:24:33.620073+00:00,25,6,men,bts,1,cef3390ed299c09874189c387777674a,2d03db5543b14483e52d761760686b64,2723d2eb8bba04e0362098011fa3997b,f97571b9c14a786aab269f0b427d2a85,9,0.353888764497
tr0057,2019-11-25T06:36:02.054026+00:00,25,6,women,random,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,9bde591ffaab8d54c457448e4dca6f53,14,0.1
tr0058,2019-11-25T07:52:34.306035+00:00,25,7,men,bts,1,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,f97571b9c14a786aab269f0b427d2a85,3,0.256123771939
tr0059,2019-11-25T08:08:47.917147+00:00,25,8,all,random,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,7bc94a2da491829b777c49c4b5e480f2,9bde591ffaab8d54c457448e4dca6f53,61,0.1
tr0060,2019-11-25T08:56:14.903577+00:00,25,8,women,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,9bde591ffaab8d54c457448e4dca6f53,13,0.207074157333
tr0061,2019-11-25T09:24:08.583788+00:00,25,9,men,bts,2,cef3390ed299c09874189c387777674a,2d03db5543b14483e52d761760686b64,719dab53a7560218a9d1f96b25d6fa32,f97571b9c14a786aab269f0b427d2a85,9,0.523819246262
tr0062,2019-11-25T09:40:55.255429+00:00,25,9,men,random,3,cef3390ed299c09874189c387777674a,f1c2d6a32ec39249160cf784b63f4c6f,7bc94a2da491829b777c49c4b5e480f2,c39b0c7dd5d4eb9a18e7db6ba2f258f8,19,0.1
tr0063,2019-11-25T09:41:07.912451+00:00,25,9,men,bts,3,cef3390ed299c09874189c387777674a,2d03db5543b14483e52d761760686b64,719dab53a7560218a9d1f96b25d6fa32,f97571b9c14a786aab269f0b427d2a85,9,0.523819246262
tr0064,2019-11-25T09:48:30.758539+00:00,25,9,women,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,c39b0c7dd5d4eb9a18e7db6ba2f258f8,13,0.214059211813
tr0065,2019-11-25T09:54:00.773753+00:00,25,9,men,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,7bc94a2da491829b777c49c4b5e480f2,c39b0c7dd5d4eb9a18e7db6ba2f258f8,3,0.267309891272
tr0066,2019-11-25T09:59:18.972990+00:00,25,9,women,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,06128286bcc64b6a4b0fb7bc0328fe17,13,0.214059211813
tr0067,2019-11-25T10:54:45.827731+00:00,25,10,women,random,3,81ce123cbb5bd8ce818f60fb3586bba5,f1c2d6a32ec39249160cf784b63f4c6f,7bc94a2da491829b777c49c4b5e480f2,c39b0c7dd5d4eb9a18e7db6ba2f258f8,14,0.1
tr0068,2019-11-25T11:04:55.570501+00:00,25,11,women,random,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,9bde591ffaab8d54c457448e4dca6f53,14,0.1
tr0069,2019-11-25T11:05:41.738553+00:00,25,11,men,random,1,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,f97571b9c14a786aab269f0b427d2a85,27,0.1
tr0070,2019-11-25T11:35:55.662567+00:00,25,11,men,random,1,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,c39b0c7dd5d4eb9a18e7db6ba2f258f8,17,0.1
tr0071,2019-11-25T11:54:14.159140+00:00,25,11,men,bts,1,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,c39b0c7dd5d4eb9a18e7db6ba2f258f8,23,0.0478565919553
tr0072,2019-11-25T12:13:04.139106+00:00,25,12,all,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,c39b0c7dd5d4eb9a18e7db6ba2f258f8,6,0.0165634113227
tr0073,2019-11-25T12:35:43.312140+00:00,25,12,all,random,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,c39b0c7dd5d4eb9a18e7db6ba2f258f8,7,0.1
tr0074,2019-11-25T12:47:20.415590+00:00,25,12,women,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,34,0.500806832732
tr0075,2019-11-25T13:02:17.110956+00:00,25,13,men,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,9bde591ffaab8d54c457448e4dca6f53,9,0.546696875125
tr0076,2019-11-25T13:41:08.725634+00:00,25,13,women,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,f97571b9c14a786aab269f0b427d2a85,13,0.207074157333
tr0077,2019-11-25T14:33:48.133317+00:00,25,14,men,bts,1,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,05b76f5e97e51128862059ac7df9e42a,3,0.200431297958
tr0078,2019-11-25T14:57:04.502135+00:00,25,14,all,random,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,9bde591ffaab8d54c457448e4dca6f53,39,0.1
tr0079,2019-11-25T20:28:00.093255+00:00,25,20,all,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,9bde591ffaab8d54c457448e4dca6f53,6,0.0154354091446
tr0080,2019-11-25T21:30:28.098590+00:00,25,21,men,bts,2,cef3390ed299c09874189c387777674a,f1c2d6a32ec39249160cf784b63f4c6f,2723d2eb8bba04e0362098011fa3997b,f97571b9c14a786aab269f0b427d2a85,9,0.546696875125
tr0081,2019-11-25T22:53:38.943076+00:00,25,22,women,random,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,c39b0c7dd5d4eb9a18e7db6ba2f258f8,16,0.1
tr0082,2019-11-25T23:17:57.194442+00:00,25,23,all,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,57,0.00233626244136
tr0083,2019-11-26T00:34:53.396097+00:00,26,0,women,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,9bde591ffaab8d54c457448e4dca6f53,13,0.185576257475
tr0084,2019-11-26T01:25:08.529344+00:00,26,1,all,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,06128286bcc64b6a4b0fb7bc0328fe17,45,0.1
tr0085,2019-11-26T01:41:46.995379+00:00,26,1,all,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,c39b0c7dd5d4eb9a18e7db6ba2f258f8,57,0.00335303025711
tr0086,2019-11-26T03:28:59.891899+00:00,26,3,men,random,2,cef3390ed299c09874189c387777674a,2d03db5543b14483e52d761760686b64,9b2d331c329ceb74d3dcfb48d8798c78,c39b0c7dd5d4eb9a18e7db6ba2f258f8,17,0.1
tr0087,2019-11-26T04:14:43.130279+00:00,26,4,men,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,2d03db5543b14483e52d761760686b64,7bc94a2da491829b777c49c4b5e480f2,06128286bcc64b6a4b0fb7bc0328fe17,3,0.258603207714
tr0088,2019-11-26T05:23:07.778547+00:00,26,5,all,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,7bc94a2da491829b777c49c4b5e480f2,c39b0c7dd5d4eb9a18e7db6ba2f258f8,6,0.0120245517363
tr0089,2019-11-26T05:46:22.395318+00:00,26,5,men,bts,2,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,06128286bcc64b6a4b0fb7bc0328fe17,9,0.503359266956
tr0090,2019-11-26T05:58:26.052208+00:00,26,5,women,random,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,14,0.1
tr0091,2019-11-26T06:07:49.921492+00:00,26,6,all,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,c39b0c7dd5d4eb9a18e7db6ba2f258f8,49,0.0967569495872
tr0092,2019-11-26T06:26:09.085433+00:00,26,6,men,random,2,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,9bde591ffaab8d54c457448e4dca6f53,27,0.1
tr0093,2019-11-26T07:40:19.155071+00:00,26,7,men,random,2,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,9f4e8271d3d3014af5f35124c2de5082,9bde591ffaab8d54c457448e4dca6f53,17,0.1
tr0094,2019-11-26T07:51:18.506982+00:00,26,7,women,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,302deff13f835d731df1c842eed95971,f97571b9c14a786aab269f0b427d2a85,14,0.1
tr0095,2019-11-26T08:20:32.407580+00:00,26,8,men,bts,3,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,719dab53a7560218a9d1f96b25d6fa32,9bde591ffaab8d54c457448e4dca6f53,9,0.546696875125
tr0096,2019-11-26T08:25:12.526404+00:00,26,8,all,random,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,c39b0c7dd5d4eb9a18e7db6ba2f258f8,39,0.1
tr0097,2019-11-26T09:05:29.312840+00:00,26,9,men,random,2,cef3390ed299c09874189c387777674a,f1c2d6a32ec39249160cf784b63f4c6f,c2e4f76cdbabecd33b8c762aeef386b3,9bde591ffaab8d54c457448e4dca6f53,17,0.1
tr0098,2019-11-26T09:24:39.387813+00:00,26,9,all,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,c39b0c7dd5d4eb9a18e7db6ba2f258f8,18,0.00543653226341
tr0099,2019-11-26T10:13:43.983567+00:00,26,10,women,bts,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,9bde591ffaab8d54c457448e4dca6f53,13,0.211234451544
tr0100,2019-11-26T10:55:19.851067+00:00,26,10,men,bts,2,cef3390ed299c09874189c387777674a,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,c39b0c7dd5d4eb9a18e7db6ba2f258f8,9,0.409918105722
tr0101,2019-11-26T10:56:59.740763+00:00,26,10,all,bts,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,f97571b9c14a786aab269f0b427d2a85,25,0.295942260501
tr0102,2019-11-26T11:34:48.286352+00:00,26,11,all,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,302deff13f835d731df1c842eed95971,c39b0c7dd5d4eb9a18e7db6ba2f258f8,57,0.00338938560383
tr0103,2019-11-26T11:37:43.725554+00:00,26,11,women,random,1,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,c2e4f76cdbabecd33b8c762aeef386b3,06128286bcc64b6a4b0fb7bc0328fe17,34,0.1
tr0104,2019-11-26T12:13:12.973828+00:00,26,12,women,bts,3,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,9b2d331c329ceb74d3dcfb48d8798c78,f97571b9c14a786aab269f0b427d2a85,13,0.199437793334
tr0105,2019-11-26T12:14:03.473144+00:00,26,12,all,random,2,81ce123cbb5bd8ce818f60fb3586bba5,03a5648a76832f83c859d46bc06cb64a,2723d2eb8bba04e0362098011fa3997b,c39b0c7dd5d4eb9a18e7db6ba2f258f8,47,0.1
