case_id,from_state,to_state,prior_mass,prior_value
public-001,S00_04,S00_06,2.8611438542686005,0.40306016539002532
public-009,S08_00,S08_05,0.98244386456057486,0.39303753840657457
public-004,S03_04,S03_01,0.94648121314349321,0.26036509973548982
public-006,S05_04,S05_03,1.0252491541960462,0.38069291714978992
public-005,S04_05,S04_02,0.94085090048373543,0.41247637938467696
public-007,S06_00,S06_01,7.6000660157272124,0.26000613939487194
public-002,S01_03,S01_02,0.94484369354967379,0.31825914988712461
public-005,S04_03,S04_04,7.5383003484164233,0.30402820283723203
public-009,S08_04,S08_04,4.056726643620161,0.53158329377124036
public-003,S02_00,S02_01,7.4169829753534842,0.28497870726528213
public-001,S00_02,S00_02,3.941616264613133,0.53988346762996842
public-005,S04_05,S04_05,3.9738254261011199,0.40895146541216421
public-003,S02_00,S02_00,3.8921323004744104,0.47128960064478942
public-005,S04_00,S04_03,0.97287361815716999,0.32542699965823235
public-001,S00_02,S00_06,0.90395325937204374,0.26645371794682593
public-003,S02_01,S02_03,2.9456472887457594,0.41189664766493017
public-002,S01_00,S01_04,1.0369760556752439,0.34932393638803949
public-004,S03_01,S03_04,0.97450732049847455,0.40387896900987924
public-002,S01_02,S01_00,0.9489285678254189,0.33335284777460034
public-009,S08_04,S08_03,1.0708826123563371,0.41247637938467696
public-005,S04_02,S04_06,0.9222658843871947,0.31134165742105374
public-008,S07_05,S07_01,1.0796651298539732,0.39923007119619591
public-005,S04_05,S04_03,1.0037390610002463,0.41158329377124037
public-006,S05_04,S05_04,4.0521590500093971,0.53924858845558965
public-003,S02_02,S02_05,0.97882973580427912,0.26036509973548982
public-009,S08_00,S08_00,3.7112100812108713,0.39027393820691297
public-002,S01_01,S01_05,0.96534929337016173,0.37296947881934056
public-007,S06_04,S06_05,7.4573831354152436,0.38569574957279901
public-010,S09_02,S09_02,4.349584968707612,0.44605385750216164
public-003,S02_04,S02_03,0.98024416219497656,0.33469424821190397
public-008,S07_01,S07_03,1.1147447460852422,0.40836791264706246
public-001,S00_04,S00_02,1.0707560752159644,0.26166578166789461
public-001,S00_03,S00_02,0.99668163762862261,0.33398791036305531
public-009,S08_00,S08_02,2.8240501032682706,0.31764676014408594
public-003,S02_04,S02_04,3.9599949679009607,0.51923007119619591
public-006,S05_00,S05_01,7.7903484225385036,0.26179759058679225
public-007,S06_03,S06_01,0.97899723775303371,0.31068166965984578
public-006,S05_02,S05_05,1.0859622734670631,0.26996382602492575
public-002,S01_00,S01_05,1.1200125396979936,0.40803492965028521
public-006,S05_02,S05_04,3.2431572763341405,0.26617796627097551
public-007,S06_04,S06_03,1.1424949127056427,0.39356558097572819
public-001,S00_00,S00_03,0.95472188633783028,0.27341860462208789
public-010,S09_01,S09_03,3.1320194567936808,0.38679337543134096
public-002,S01_04,S01_00,3.3724607480767537,0.32605385750216165
public-002,S01_05,S01_00,7.9611790201948356,0.26367846000783285
public-005,S04_01,S04_02,7.6333960378552153,0.38627518115105597
public-001,S00_00,S00_00,3.9046312084450969,0.50124010974571709
public-010,S09_05,S09_05,4.42752776155855,0.38058724956234935
public-004,S03_05,S03_00,1.1135665532379566,0.27904131328647735
public-005,S04_02,S04_01,0.9455697647364959,0.41905345871016003
public-002,S01_01,S01_02,7.8291324121496579,0.34134511203874801
public-001,S00_04,S00_04,3.6898264195133215,0.49361336294613128
public-006,S05_02,S05_03,7.7750996090667099,0.31825914988712461
public-009,S08_06,S08_05,0.95575572875408832,0.34403381502454522
public-004,S03_02,S03_03,1.0609084345059012,0.34995635388056512
public-003,S02_03,S02_04,7.7718262872968538,0.27904131328647747
public-002,S01_02,S01_01,1.043863295938074,0.39831752321007008
public-001,S00_00,S00_02,2.8910919878157779,0.26387183408883874
public-005,S04_03,S04_00,0.93114732304505721,0.40387896900987924
public-007,S06_05,S06_00,7.7612055906669521,0.31894145669073592
public-002,S01_02,S01_05,1.0579504219347464,0.26346919869838498
public-004,S03_05,S03_01,1.0943781884854258,0.34268984377769096
public-001,S00_02,S00_05,0.98914752635108771,0.26962433920226642
public-004,S03_02,S03_02,3.1400614646784888,0.5283679126470624
public-001,S00_02,S00_01,0.96312142264156342,0.38627518115105597
public-010,S09_03,S09_02,0.97986004918576575,0.2636784600078329
public-005,S04_03,S04_06,0.94183622605026796,0.4177606001115981
public-010,S09_00,S09_03,1.0589418663997474,0.39831752321007008
public-010,S09_00,S09_05,0.93945739063306111,0.38008166851663078
public-002,S01_05,S01_05,3.8319191277608526,0.45264745198178563
public-010,S09_01,S09_04,1.0067908121425209,0.3182591498871245
public-005,S04_06,S04_04,1.0097870641432434,0.26024799471667232
public-001,S00_01,S00_04,1.0679383173150354,0.4199153073471818
public-005,S04_06,S04_06,3.8452921040312753,0.47199017677303623
public-006,S05_02,S05_00,1.1000719307684002,0.39255892789750313
public-004,S03_02,S03_01,7.5011911285404134,0.41503999814197912
public-007,S06_00,S06_03,1.1171559891080045,0.35720959904702526
public-008,S07_04,S07_04,3.2064547060447284,0.5372526221239422
public-009,S08_04,S08_05,6.9880393438075483,0.35651739855502373
public-003,S02_05,S02_05,4.0777037932300084,0.43696773466679478
public-002,S01_00,S01_01,7.7084196702762195,0.29761310872732055
public-007,S06_05,S06_03,1.1311200777421195,0.39202302721256937
public-005,S04_04,S04_00,0.96648053797922473,0.28401002499251654
public-010,S09_04,S09_00,3.230952155251388,0.26166578166789467
public-002,S01_05,S01_02,1.0143221380937362,0.38069291714978981
public-004,S03_02,S03_00,4.2526244251098335,0.36492330908107024
public-007,S06_02,S06_04,2.9542673123462659,0.26152510159468068
public-002,S01_05,S01_04,1.1057135042007444,0.3978305079609582
public-010,S09_05,S09_00,7.4529904316714681,0.3661979551310155
public-007,S06_04,S06_02,1.1142838119435448,0.32675166596413513
public-001,S00_05,S00_04,1.0523300669433617,0.40765974649143477
public-005,S04_00,S04_05,0.91897687085635638,0.4199153073471818
public-003,S02_03,S02_03,4.1680048874287259,0.38152510159468067
public-010,S09_01,S09_00,1.0560193146496515,0.32542699965823235
public-009,S08_01,S08_05,1.0273621469082506,0.27377388247314771
public-007,S06_04,S06_00,3.1984832409296144,0.26617796627097545
public-002,S01_01,S01_01,3.7552246438993286,0.39817884099552103
public-003,S02_02,S02_02,4.1711064897598664,0.53525844453438187
public-007,S06_04,S06_04,3.9593232299910461,0.53984213221730903
public-008,S07_03,S07_05,1.0287401798114879,0.40873294518851966
public-001,S00_04,S00_00,1.0717922338719106,0.34198203403626865
public-008,S07_01,S07_05,4.357909230125034,0.28401002499251654
public-004,S03_00,S03_05,7.4080305830945781,0.41905345871016009
public-007,S06_03,S06_03,3.6971596484231943,0.39417371240250337
public-008,S07_01,S07_04,1.0041833508064968,0.34995635388056495
public-009,S08_01,S08_03,3.1031485375642727,0.3987517678299291
public-004,S03_04,S03_04,2.9330836563125784,0.52873294518851965
public-010,S09_02,S09_05,1.0176452950219232,0.31894145669073592
public-007,S06_05,S06_01,2.9856810017308688,0.38736588117657789
public-004,S03_05,S03_02,1.1144863080207463,0.40430275412412964
public-004,S03_04,S03_02,4.03380102902209,0.28451799321783011
public-006,S05_05,S05_00,7.5459908058662126,0.30402820283723192
public-009,S08_05,S08_05,3.8308632650465824,0.38024799471667231
public-005,S04_06,S04_00,6.9053696125577098,0.40873294518851977
public-005,S04_04,S04_04,3.9652830485004333,0.53549565355552842
public-008,S07_00,S07_02,1.0830032338638174,0.30283182564689948
public-010,S09_02,S09_00,1.0450851238779257,0.41988346762996842
public-007,S06_01,S06_00,0.97046125089558721,0.28355677395436868
public-001,S00_01,S00_01,4.0986796142328661,0.38932362754238775
public-009,S08_03,S08_03,3.4738189592444675,0.41707416655996521
public-005,S04_01,S04_03,2.7628079647767776,0.41988346762996842
public-008,S07_04,S07_03,7.580874418193595,0.40430275412412969
public-003,S02_04,S02_01,1.0825470446198611,0.26346919869838492
public-006,S05_01,S05_03,2.946244767887825,0.41914865972987059
public-003,S02_03,S02_01,1.0920947139445711,0.37296947881934056
public-010,S09_01,S09_05,1.1097337473912054,0.26617796627097545
public-004,S03_01,S03_02,0.98109781950006558,0.37238799364932784
public-004,S03_01,S03_05,3.8179994839184612,0.34198203403626865
public-009,S08_02,S08_01,0.95262752515525595,0.40387896900987924
public-005,S04_02,S04_00,0.97407417512772043,0.37952906809108866
public-001,S00_02,S00_00,1.0001131007048327,0.31764676014408594
public-007,S06_02,S06_03,7.8280281465474326,0.30339712849797446
public-001,S00_01,S00_06,0.93580074185993456,0.31825914988712461
public-010,S09_02,S09_04,3.058631000817611,0.26645371794682599
public-006,S05_01,S05_01,4.0484639658089714,0.45335284777460033
public-005,S04_04,S04_01,0.93165066909373662,0.26043579294368091
public-006,S05_00,S05_02,3.2025975976980412,0.27817884099552104
public-002,S01_04,S01_01,1.1393229450408602,0.26962433920226642
public-010,S09_04,S09_03,1.0393192508825644,0.4177606001115981
public-010,S09_00,S09_01,7.9717690015438079,0.27341860462208789
public-001,S00_03,S00_00,0.95490293665882864,0.41905345871016009
public-001,S00_03,S00_03,4.041331235596104,0.39377388247314771
public-003,S02_02,S02_04,2.9630931449326705,0.29647831112885042
public-001,S00_03,S00_04,7.2626612214875781,0.2636784600078329
public-007,S06_01,S06_01,3.9134940546606853,0.46932393638803949
public-003,S02_05,S02_02,1.0031616308200886,0.39356558097572814
public-006,S05_00,S05_04,1.0500706224287215,0.40349342910793229
public-009,S08_02,S08_00,1.0497123351388826,0.41743357376251894
public-001,S00_05,S00_06,7.2954461473747125,0.2830571726104702
public-006,S05_05,S05_02,0.97292393125297227,0.4177606001115981
public-007,S06_01,S06_04,1.0643975181777885,0.36552786898794803
public-008,S07_03,S07_02,7.7383374558827862,0.26036509973548982
public-003,S02_01,S02_02,7.6925612745857306,0.35720959904702526
public-004,S03_01,S03_00,8.0618149992795178,0.2614037909900534
public-004,S03_03,S03_03,3.2955865282007006,0.38000078347594374
public-001,S00_05,S00_03,0.93260485957853712,0.41549565355552837
public-009,S08_03,S08_04,7.7313066820753882,0.3661979551310155
public-009,S08_06,S08_02,1.0128678741579251,0.3022062410881225
public-009,S08_01,S08_06,0.96224675618327993,0.26367846000783285
public-008,S07_03,S07_03,3.0952424143206754,0.40451799321783022
public-001,S00_06,S00_04,1.0225644975633166,0.28895146541216421
public-007,S06_05,S06_05,3.9263687224105137,0.38899463731347966
public-001,S00_06,S00_00,7.0851823151229221,0.35852078600812315
public-007,S06_05,S06_02,1.0849516651479658,0.41994475109983342
public-009,S08_05,S08_01,1.0169381643851998,0.40873294518851966
public-004,S03_03,S03_01,3.8970067207140207,0.35783119312801981
public-009,S08_03,S08_06,0.94607897847118272,0.40765974649143477
public-002,S01_03,S01_00,1.0785889820710304,0.4199153073471818
public-006,S05_01,S05_02,7.6217458086719576,0.39831752321007008
public-009,S08_04,S08_01,0.95023012608828372,0.29054903102103735
public-008,S07_02,S07_00,4.0713805593984249,0.41189664766493017
public-009,S08_05,S08_00,3.0927325289745045,0.35065856331359541
public-002,S01_00,S01_02,3.1467016218762245,0.26050471970932287
public-005,S04_00,S04_02,3.0032470990143683,0.26932362754238776
public-002,S01_05,S01_03,1.0424753050391402,0.41924858845558965
public-005,S04_04,S04_05,7.2449188894759917,0.40765974649143472
public-008,S07_02,S07_04,1.0279009680642972,0.26000078347594374
public-008,S07_00,S07_03,1.1284452475971478,0.3723879936493279
public-008,S07_05,S07_05,3.1384937827156199,0.38308820064963545
public-007,S06_02,S06_00,0.97126675824334929,0.40349342910793229
public-008,S07_02,S07_01,7.4507775062214607,0.41217374670050355
public-005,S04_00,S04_01,7.3472517278654568,0.26670672506004361
public-007,S06_00,S06_00,3.9542914711660453,0.41105136872458248
public-003,S02_03,S02_02,0.93329282222311205,0.30339712849797429
public-006,S05_01,S05_04,1.1432705248535395,0.38008166851663078
public-008,S07_01,S07_01,3.021452433910965,0.48492330908107029
public-006,S05_00,S05_05,0.94661093074077107,0.41759118486760688
public-008,S07_00,S07_05,7.7156823143721631,0.40387896900987924
public-004,S03_00,S03_00,3.3064597166471099,0.45533006852579361
public-003,S02_01,S02_01,4.2035635316088369,0.40949866897021436
public-006,S05_03,S05_00,1.0487381606450084,0.39303753840657468
public-009,S08_02,S08_03,7.4094337549653169,0.27858513521891354
public-010,S09_03,S09_05,2.9986227618454993,0.41924858845558965
public-001,S00_06,S00_05,1.015417218524256,0.26001804551415914
public-006,S05_05,S05_01,3.0521227760094107,0.37361336294613129
public-009,S08_02,S08_04,2.8399226464452818,0.26166578166789461
public-005,S04_04,S04_06,2.9624924828615917,0.3486202921839554
public-002,S01_04,S01_02,1.0149767746733265,0.26645371794682593
public-006,S05_03,S05_05,3.1304821579541082,0.38736588117657789
public-002,S01_02,S01_03,7.8039031541768447,0.38008166851663094
public-006,S05_03,S05_03,3.8659981274980524,0.38645371794682598
public-006,S05_01,S05_05,1.1217928461187905,0.31068166965984578
public-003,S02_00,S02_02,3.3700569311827633,0.26030683129313276
public-001,S00_04,S00_01,1.0697067061215417,0.27858513521891343
public-005,S04_05,S04_04,0.88993592462094417,0.35651739855502373
public-005,S04_01,S04_04,0.94822450843930439,0.39303753840657457
public-003,S02_01,S02_00,1.0335224923326449,0.26000613939487194
public-006,S05_05,S05_03,1.1026370232014913,0.40306016539002543
public-008,S07_03,S07_04,1.126544530715023,0.35065856331359552
public-005,S04_01,S04_01,3.7248051117269299,0.43764676014408593
public-004,S03_03,S03_04,0.99877550956113392,0.29054903102103735
public-004,S03_01,S03_03,1.1122171249022954,0.41743357376251894
public-001,S00_02,S00_03,7.1635205096793637,0.39303753840657468
public-010,S09_00,S09_00,4.1283441333140241,0.38387183408883874
public-005,S04_01,S04_05,0.99733623673391636,0.32605385750216154
public-007,S06_05,S06_04,1.1106729423015798,0.32473131349006501
public-010,S09_04,S09_05,7.7471374252275913,0.34063705470287486
public-009,S08_05,S08_02,1.0076350812710311,0.41479160444197472
public-005,S04_00,S04_04,0.9730035958875658,0.39255892789750313
public-002,S01_01,S01_04,1.03137190060963,0.41759118486760693
public-007,S06_02,S06_02,4.256889832985947,0.49296947881934056
public-005,S04_03,S04_03,3.7503154691041058,0.38166578166789467
public-003,S02_02,S02_00,1.006958054032328,0.34932393638803949
public-003,S02_01,S02_04,1.1085030443565489,0.4121737467005035
public-004,S03_00,S03_01,1.0249653892908959,0.2745378311148472
public-008,S07_05,S07_02,1.0069415817362215,0.41894175714196913
public-003,S02_04,S02_00,2.8918612622624309,0.31068166965984578
public-005,S04_03,S04_01,1.0565758711728508,0.34198203403626865
public-005,S04_06,S04_01,3.1615925477696485,0.4147916044419746
public-001,S00_06,S00_03,1.0094057530141074,0.35651739855502373
public-005,S04_06,S04_02,1.0555569722787894,0.36424946853965606
public-004,S03_05,S03_04,7.6542104807319538,0.3717392458504491
public-001,S00_00,S00_06,0.95276653892760321,0.41914865972987059
public-005,S04_00,S04_00,3.910303917007941,0.4395567118378535
public-008,S07_01,S07_02,1.1217869155419107,0.41503999814197912
public-008,S07_04,S07_01,1.1131702287099254,0.27904131328647747
public-001,S00_06,S00_06,4.0015729363465287,0.41161337420749727
public-004,S03_04,S03_03,7.9475924127201534,0.35065856331359541
public-009,S08_00,S08_06,0.94840735374606333,0.32605385750216165
public-009,S08_05,S08_03,1.0242437861924378,0.36424946853965634
public-005,S04_03,S04_05,2.8453286577284804,0.37361336294613129
public-007,S06_00,S06_04,1.0601653129859081,0.41189664766493017
public-008,S07_03,S07_01,3.8739011080259869,0.29647831112885042
public-006,S05_01,S05_00,1.1184820866589202,0.27341860462208789
public-009,S08_04,S08_02,1.0561028642432739,0.35852078600812298
public-001,S00_05,S00_01,0.99791959183136114,0.29707416655996521
public-004,S03_04,S03_05,1.0760578597375929,0.41479160444197466
public-009,S08_04,S08_06,2.9318205820179402,0.28895146541216399
public-010,S09_05,S09_01,3.0295436119167274,0.41549565355552842
public-010,S09_04,S09_01,1.0584378646221007,0.30402820283723203
public-007,S06_02,S06_05,0.99906197214846493,0.27904131328647735
public-002,S01_01,S01_03,3.3518058285246637,0.40349342910793229
public-003,S02_04,S02_02,1.0223055138487045,0.27417371240250332
public-008,S07_05,S07_00,0.96514435666047016,0.33469424821190397
public-007,S06_00,S06_02,3.2720609595667325,0.28949866897021437
public-006,S05_04,S05_02,1.0668876578039637,0.31134165742105374
public-002,S01_04,S01_03,1.0046959757775609,0.31894145669073581
public-010,S09_02,S09_03,7.4501547436507947,0.26962433920226642
public-009,S08_01,S08_01,3.6281583131090538,0.49952906809108871
public-008,S07_00,S07_01,1.0650644843584749,0.2614037909900534
public-004,S03_05,S03_05,2.9870521157483401,0.42220624108812271
public-001,S00_03,S00_01,0.95769871882665036,0.3987517678299291
public-007,S06_04,S06_01,1.1280316690149115,0.26996382602492575
public-008,S07_04,S07_00,1.0008590738991667,0.26152510159468068
public-010,S09_01,S09_01,3.810782704541098,0.51255892789750312
public-001,S00_06,S00_01,2.9110465260167957,0.41247637938467702
public-005,S04_05,S04_00,3.0329751459477814,0.29054903102103735
public-009,S08_06,S08_04,0.94330559438685535,0.27992102025826593
public-002,S01_03,S01_05,3.1015058809283014,0.32675166596413513
public-008,S07_02,S07_05,1.0753995634418207,0.29054903102103735
public-002,S01_01,S01_00,1.0671159214465569,0.26179759058679225
public-006,S05_03,S05_01,0.96135640493461649,0.32605385750216165
public-002,S01_04,S01_04,4.0795398231339064,0.50736588117657788
public-005,S04_05,S04_01,0.91229120887784454,0.35852078600812315
public-001,S00_05,S00_05,3.6189660383036251,0.46862029218395557
public-002,S01_03,S01_01,1.0498433688222859,0.38679337543134107
public-001,S00_00,S00_01,7.3840251627758908,0.31193734178483046
public-001,S00_03,S00_06,0.94757872904592177,0.38069291714978992
public-003,S02_02,S02_03,7.9114680922609466,0.3655278689879482
public-001,S00_05,S00_00,3.1356030616510919,0.26043579294368091
public-006,S05_00,S05_03,0.9787296850414885,0.34134511203874801
public-006,S05_03,S05_04,7.9564406153251666,0.31894145669073592
public-005,S04_02,S04_05,0.99583498845773311,0.2636784600078329
public-002,S01_03,S01_03,3.8477114877092866,0.3861779662709755
public-005,S04_03,S04_02,0.93649610448281306,0.27858513521891343
public-003,S02_01,S02_05,1.0162023683704786,0.3578311931280197
public-001,S00_01,S00_02,6.9506081937151158,0.32542699965823235
public-009,S08_03,S08_01,0.91594248551934387,0.28401002499251665
public-010,S09_03,S09_01,1.0802270149167463,0.27377388247314771
public-005,S04_01,S04_06,0.92360176040760522,0.26962433920226642
public-002,S01_03,S01_04,7.9775065869194206,0.26996382602492575
public-009,S08_02,S08_05,0.9494803003837311,0.30402820283723192
public-002,S01_02,S01_02,3.8687032460576045,0.53914865972987058
public-001,S00_01,S00_05,1.0279093784025652,0.38679337543134096
public-002,S01_00,S01_00,4.0018612810574448,0.48679905201247242
public-005,S04_04,S04_03,0.95600928821348807,0.3661979551310155
public-010,S09_05,S09_04,0.98270304747348669,0.2830571726104702
public-008,S07_00,S07_00,2.953107288459921,0.39945580037536577
public-006,S05_02,S05_01,1.0242516641755477,0.4199153073471818
public-001,S00_06,S00_02,0.95481075341207411,0.41158329377124031
public-008,S07_03,S07_00,1.1372343112440426,0.3655278689879482
public-003,S02_03,S02_00,1.0456179355192312,0.41759118486760693
public-010,S09_03,S09_04,8.0553020992585189,0.38069291714979003
public-008,S07_04,S07_05,1.1257588327362995,0.37173924585044898
public-001,S00_02,S00_04,3.0385279166379746,0.32605385750216165
public-003,S02_05,S02_03,1.0793469924854422,0.41984213221730898
public-001,S00_00,S00_04,0.94739448646089053,0.33335284777460034
public-010,S09_02,S09_01,1.0788988679241325,0.39303753840657468
public-005,S04_02,S04_03,7.4822127292637184,0.33398791036305531
public-009,S08_03,S08_05,2.8865804341725632,0.41549565355552837
public-003,S02_04,S02_05,8.0630470491730666,0.41894175714196907
public-009,S08_01,S08_04,1.0298073690752068,0.33398791036305531
public-001,S00_04,S00_03,1.0588686738419633,0.30402820283723192
public-009,S08_00,S08_03,0.89922529399953732,0.38627518115105602
public-003,S02_05,S02_00,7.4417163478382644,0.26996382602492575
public-004,S03_00,S03_02,1.1256763411628921,0.26328605802694893
public-001,S00_01,S00_03,2.8665396471673357,0.39255892789750313
public-006,S05_04,S05_00,3.3740491370287113,0.27377388247314771
public-010,S09_05,S09_02,1.0078427956375355,0.40765974649143477
public-007,S06_03,S06_05,3.1457677433694653,0.3992300711961958
public-008,S07_00,S07_04,4.054697431348476,0.41743357376251894
public-001,S00_00,S00_05,0.96536872923691108,0.39831752321007013
public-009,S08_03,S08_00,1.0012603981214052,0.34995635388056495
