reed,silt,brack,fen,moss,gale,sluice,weir,level
-1.872448,0.013887,-0.182329,-0.123836,-0.659036,-0.187717,1,1,-4.687301
0.403170,-1.085872,0.370555,-1.153615,-0.179087,-0.128384,1,0,-2.518070
-0.306826,-1.156631,-0.451627,-0.369342,0.280775,2.036662,0,1,0.740200
1.027759,0.890991,-0.006533,1.203476,-0.306383,0.291358,0,1,2.403751
1.206038,0.425372,1.013086,-0.370977,0.610312,1.250727,1,0,1.235335
-2.083214,-0.756671,2.199007,1.190407,1.125020,0.343357,1,0,3.861918
0.589324,0.051311,1.543575,-0.282268,-0.045334,1.162761,1,0,-0.051864
0.932277,1.128849,0.341755,0.261878,-0.473319,-1.491254,0,1,0.676740
-0.775050,1.345951,-0.540825,0.927002,0.020287,-2.242506,1,1,-1.275977
-2.102220,1.940220,-0.289938,0.677270,-0.173961,-0.604194,1,1,-3.571326
1.846602,-1.142043,0.235017,-0.383888,-0.054572,-1.488116,0,0,-1.324756
2.505456,-0.957953,-0.794603,-0.313111,0.287436,0.496876,1,1,2.024276
-1.694024,0.641500,-1.157739,0.374857,-0.048396,-1.924114,1,0,-5.375837
-0.016969,-2.294258,0.188258,0.839109,-0.213668,-0.215084,0,0,9.870052
1.428525,-0.559942,1.688860,0.797324,1.156184,-1.632811,0,1,5.691728
-1.481053,-0.143059,0.008503,-0.108068,0.150503,2.226805,0,0,-3.658337
0.656121,1.663204,0.916900,-1.450705,-0.343841,-0.450462,0,0,-0.072524
0.475272,-1.816608,-0.580822,-1.234269,-0.432489,-0.590746,0,0,-0.055048
1.959465,-0.857679,-0.052546,0.652977,0.866560,-1.192638,1,1,5.300722
-0.991516,0.728485,1.207942,-1.240601,-0.097171,0.419947,0,1,-3.420318
0.198708,-0.957943,-0.307793,1.658061,0.989032,-0.285654,0,1,12.889138
-0.788827,-0.247552,-0.969844,-0.959993,-2.169798,0.955942,0,0,-2.164490
1.107509,-0.025347,1.335664,-0.801137,-0.486058,-0.731415,0,1,-0.810530
0.908692,1.302571,0.483597,-0.347534,-1.646035,0.237516,0,1,-0.679563
0.409336,0.695475,1.279542,0.330066,-1.282226,-0.290369,0,1,5.651341
1.119094,-0.009121,-1.570541,1.778782,-0.485698,-1.122187,1,1,3.210598
-0.403465,0.005512,0.407418,0.628147,1.217461,1.148783,1,0,1.182365
0.181751,1.008092,-0.245670,1.867137,-0.938717,1.392015,0,0,1.301114
-0.803471,-0.432712,-1.899889,0.043181,-1.600962,-0.850747,0,1,5.775478
2.410667,1.082332,0.704991,0.224253,-0.851112,-0.134508,1,1,0.807002
0.716590,0.531713,-0.604995,1.052466,-0.063237,0.720932,0,0,1.369377
0.147010,1.805111,-0.713107,0.623137,1.389839,-0.212748,1,0,0.850590
0.778620,0.340536,1.530001,0.034525,-0.143429,1.470007,0,0,0.623776
-0.861265,-0.064967,-0.053215,0.128626,-0.699801,0.855860,0,1,-2.007858
-0.016322,-1.200921,0.928650,-1.291034,0.925759,0.164350,1,0,0.417796
-1.212660,0.066022,-0.440864,0.047984,2.048179,0.299530,0,0,-4.079417
0.091659,-1.666606,-0.926524,-0.762130,2.124228,1.036014,1,0,0.598580
-2.217046,1.019312,-0.535888,-0.943055,0.557884,1.907105,0,0,-10.002630
0.608424,-0.418082,-1.445453,0.611964,1.189425,0.101060,0,1,-2.132564
0.610250,2.225587,-0.019366,-0.786750,-0.858079,0.377156,0,1,-2.521237
1.459046,-0.124524,1.403581,0.272482,-1.430693,0.205456,0,1,1.482366
0.440251,-1.625186,-2.530171,-1.165915,1.009857,-1.784851,1,1,-4.606951
1.633285,-1.309885,-0.702831,-0.085147,2.543586,-0.516492,1,0,0.880593
-1.209722,-1.447846,-2.429676,0.845428,-1.167814,-0.624557,0,0,3.919777
0.797562,-0.315042,1.617189,-1.282572,-0.818540,-0.254968,1,1,-1.538067
0.290863,-0.228885,-0.305067,-0.037237,1.166556,-0.578404,1,0,-0.053224
-0.096307,0.805882,-0.780848,0.993797,-2.532717,0.615956,0,1,15.619193
-0.986612,-1.998912,-0.395298,-0.413901,-0.168156,-0.128971,1,0,3.910570
0.445945,0.477973,-1.396530,0.055630,-0.747897,0.041691,0,1,7.731798
-1.362089,-0.828004,0.815675,-0.458129,-0.892007,2.182542,0,1,-2.149487
0.575155,2.204324,-0.972071,-0.159359,-0.184319,-1.027733,0,1,-2.131384
-1.443679,-0.349460,-0.177983,-0.197214,1.260542,0.221086,0,0,-2.945609
-0.013729,0.126565,-2.376318,-1.162530,0.102681,0.921403,1,1,2.836827
-0.273075,0.147093,0.280189,0.504277,1.012684,0.597818,0,0,0.180198
0.960422,0.898291,0.193874,-1.135153,1.014522,0.470293,1,1,-0.490385
1.908470,0.920890,-0.138919,0.417218,-1.766532,-0.909025,0,1,4.153694
0.174546,0.371861,0.252307,-0.515122,-0.203057,-1.485530,0,0,-1.300301
0.466895,1.300165,1.258675,-1.000376,-0.848025,0.802002,0,0,26.970984
-0.018333,0.865241,-0.048691,-0.031867,1.177221,-0.569886,0,1,-2.722982
-1.242180,1.387360,0.456631,1.625401,-0.431049,0.287913,1,1,-1.425016
-1.375830,-0.570109,-1.550257,0.128685,0.999012,-0.085072,0,0,-2.095933
0.110592,-0.293621,0.796732,0.817294,-0.106898,0.889655,0,1,2.745665
0.899784,0.185827,0.126750,0.111995,-0.919166,0.802268,0,1,1.219851
-0.252846,1.281030,-1.012793,-0.307704,1.807528,0.477340,1,1,-3.535814
-1.265520,0.709164,0.294386,-0.102510,0.673936,-0.096216,1,1,2.423270
-0.013197,-0.939092,-0.217737,0.474841,-1.664267,0.170992,0,0,1.737096
1.560031,-0.986959,1.861125,-0.774451,-0.740732,-0.361820,1,1,-0.870642
0.349346,-1.049018,-0.351538,0.682127,-0.748830,-1.143008,0,0,16.634320
-0.278159,0.006888,0.573699,-0.703929,0.780714,0.276594,1,1,-1.328241
1.525066,-0.613928,0.061436,0.859300,-0.459793,-0.883017,0,0,2.790442
0.632583,0.607355,0.265340,-0.325476,-0.364264,-0.841431,1,1,-1.548829
-1.022168,0.075367,-0.182049,0.583689,0.077539,2.170875,1,1,-0.979650
-0.118866,0.639780,-0.734783,0.226839,-0.623144,-1.518496,1,0,-1.804393
0.764319,1.256749,0.163491,-0.907750,-0.025422,-0.824000,0,1,-1.609423
-0.398531,0.828261,-0.125842,0.620016,-2.158175,-1.473506,1,1,-1.961846
1.912174,-0.560394,-1.392732,0.434579,-1.130451,2.014318,0,1,15.551829
-0.594480,0.269851,0.684326,-0.065661,-0.404334,-1.411353,1,0,-2.421098
-0.233135,-0.424137,-0.418859,-0.233583,-0.514609,0.376141,0,0,-1.334287
-0.657763,0.086477,0.630417,0.097222,0.436873,0.553888,0,1,22.045179
0.830844,0.799745,1.839544,-0.021044,-0.739442,-1.361499,0,0,4.708972
-1.738963,0.794076,-0.511086,-0.122343,1.282863,0.779730,1,0,-5.399623
-1.293761,0.479056,-0.064594,0.188982,1.231133,-0.248387,0,0,-3.719196
-0.377832,2.573899,-1.148124,0.554301,1.834447,0.537523,0,0,-5.512109
-0.596953,1.339148,-0.452615,-0.648805,-0.353537,0.285364,0,0,1.059172
1.672147,0.592319,0.931289,-1.019146,1.361786,2.149700,0,1,0.684200
0.752509,-0.487793,-1.646422,1.768606,-1.540680,-1.082831,1,0,1.225956
-0.809403,-1.319388,0.511078,1.557569,-0.223040,0.539688,1,1,2.147091
1.344325,0.752947,-1.086855,0.116391,-0.074352,1.145786,0,1,0.887474
1.360316,0.175855,1.310361,-1.061372,-0.457452,-0.088084,0,0,1.932690
0.032705,1.290990,-1.298490,0.806199,-0.277090,0.467241,1,1,-0.854532
-0.619485,0.823675,0.204485,1.536674,0.065945,-0.960418,0,1,0.311082
-0.168874,0.814455,0.179940,-1.871427,2.090897,-1.524119,0,1,-4.275315
-1.182452,-0.235322,-1.306158,-1.263639,-0.502786,0.122056,1,1,-3.913923
-2.825741,-0.550845,-0.768571,0.273275,0.375408,-0.094072,0,1,-3.958910
-0.621982,0.542264,0.130425,0.383043,1.842008,-2.054755,0,1,-0.588487
-1.638178,1.200755,-2.159599,-1.356556,0.655890,-1.504793,1,1,-7.618174
1.171542,-0.251955,-1.165907,-1.412853,-0.399028,0.252431,1,1,-1.322962
0.846407,-0.439531,-0.938688,1.399173,-0.470081,0.516625,0,1,4.810179
0.127629,0.423649,0.550041,-1.557329,1.225796,-0.272424,0,1,-2.089849
0.169143,-0.658487,-0.610392,-0.053272,-0.130974,0.430565,0,0,-1.138652
1.249235,-0.666736,0.005038,0.694582,0.755773,0.960051,0,1,7.946669
0.169977,0.070802,-1.493313,-0.367758,-0.865532,0.461787,1,1,-0.348717
-0.507806,-0.821409,-0.157644,1.334115,-0.888341,-0.021616,0,1,2.838449
-0.440502,-0.021620,1.244177,1.620179,-0.005837,-1.038035,0,1,1.853028
-0.574096,-1.318912,0.183229,0.120334,-0.523573,0.289350,1,0,1.251090
-0.480527,-0.906172,-1.025385,0.354856,-0.934938,1.153532,0,0,0.819172
0.476598,0.775167,-0.863094,1.826420,0.448555,0.319544,1,1,1.167257
-2.046802,-0.773410,-0.365825,0.343079,-2.259967,-1.417906,1,1,-3.079619
0.467008,-1.390773,0.886479,0.910273,-0.557890,-0.629565,1,0,2.360773
-1.810047,-1.113729,0.488003,-0.898394,-1.333905,1.078841,1,0,-1.508081
-2.062889,0.783345,0.901020,0.385817,0.081816,0.052719,1,0,-5.202428
-2.073698,-0.240393,1.187385,-0.114122,1.420140,0.360989,0,0,-2.911374
0.387330,-0.583833,-1.290631,-0.625577,-0.328935,0.831826,1,0,-1.999779
0.290561,1.030046,0.049157,0.869950,-0.216375,-0.524488,0,0,1.218056
-0.448269,1.005011,-0.203902,0.435515,1.145948,0.347190,1,1,-0.027506
0.702500,-2.446415,0.494571,-0.110368,0.693694,1.247519,0,1,1.477488
-0.189999,-0.736596,0.807052,0.928211,-1.226073,0.608915,0,1,2.177313
0.181213,-0.657588,-0.438949,1.636541,2.831701,-0.330514,1,0,13.176682
-0.963760,1.419075,1.366806,-0.804416,-0.232563,0.669059,0,1,-3.650521
0.787321,1.260884,-0.829445,-0.428920,0.734114,-1.379154,0,1,-4.050915
-0.764645,1.606912,0.942647,-0.474409,-0.800430,-1.025389,1,0,-5.599536
-1.322468,1.604721,0.476335,0.454678,-0.281157,0.419327,0,1,-2.155458
1.776859,0.093984,0.359702,2.197447,0.223413,0.313370,0,1,4.705457
-1.616644,0.825224,-2.348539,-0.482335,-0.677398,-1.163374,0,0,-4.483999
0.244073,1.597220,0.701221,0.003805,-0.433769,0.661259,1,0,-1.033696
1.225031,-0.020699,-1.154683,0.229864,1.415998,0.212992,0,0,-0.531326
1.102758,-0.089144,0.340479,-1.608065,-0.487136,-0.641331,0,1,-0.238840
0.726852,-1.522019,-1.378517,0.404387,-0.938372,1.656608,0,1,5.293559
0.477314,-1.781202,-1.073620,0.090593,-0.481876,-0.034824,1,1,1.063623
0.375350,0.176940,-0.241570,-0.180594,-0.175095,1.154710,0,1,-0.794541
-0.881058,-1.114017,0.982878,-2.970292,-0.077886,0.976164,1,1,1.092946
-1.649698,-2.129566,-0.532806,1.451336,0.354419,1.097863,1,1,1.504584
0.607444,-1.020490,-0.013757,0.875874,-0.651378,-0.531156,0,1,7.731726
1.001579,0.606451,-0.772050,-1.022690,0.396291,-0.307474,0,0,-1.954617
-0.005215,-2.978063,0.196916,0.978117,0.367731,-1.598482,0,0,3.766545
-0.116268,0.885049,0.727370,0.375234,0.366574,1.614931,1,1,0.868774
0.766930,-0.100857,-0.614779,0.521482,0.631799,-0.556259,1,0,1.588531
-1.791611,-0.708597,2.027992,0.357687,-0.387001,-0.531310,1,0,0.515411
0.850568,0.682533,0.328069,1.033611,0.210842,-1.500891,1,0,2.797242
-0.081662,-0.739873,-1.297018,0.571740,1.281507,-0.071038,1,1,-0.028619
-0.269777,0.218257,0.751776,-0.478004,-0.281633,1.503483,1,1,-1.900926
0.862971,0.016383,0.596825,0.343502,0.012702,2.223732,0,0,2.584851
0.062177,-1.493406,1.499037,0.415568,2.146524,-0.244813,1,0,3.791872
1.702366,0.682442,-0.202928,1.747269,0.034429,0.460483,0,0,5.114664
0.264794,1.596583,0.627560,-0.677499,0.330661,-0.300819,1,0,-1.790264
-0.404143,-0.259230,-0.196988,0.278668,0.339921,1.285023,1,0,-0.590067
1.591626,0.515242,-1.182158,-0.518010,0.122597,0.198264,0,1,-1.251037
0.849157,0.000003,-1.004424,-0.956989,-0.584986,0.533755,1,0,-1.552121
-0.005001,1.487942,1.277278,-0.571452,2.804366,0.013673,1,0,0.334162
-0.364048,-0.381980,1.369878,0.188245,-0.012173,-1.417174,1,1,0.062650
0.348962,-0.021439,0.333877,-0.846118,1.143052,0.007126,0,1,-1.610670
0.886356,-1.925545,-0.241054,1.618441,-1.452664,-0.928006,1,1,4.396000
1.112453,-0.020348,-1.354720,1.403911,1.214623,0.977454,0,0,2.147670
1.469609,-0.732252,-1.686715,-1.393944,-1.177945,-0.619887,0,1,3.011846
0.021501,2.694729,0.776673,-0.338187,-0.011593,0.941574,0,1,-2.371300
0.186885,-0.009722,-1.470593,2.512096,0.769889,0.198403,1,1,0.879960
0.796165,2.047483,0.366627,1.802444,0.836122,-1.754650,0,0,3.762566
0.427695,-1.207242,1.619070,-1.146513,0.009319,0.380778,1,1,5.490354
1.337645,-0.753338,-2.420208,1.056326,-1.036569,0.085486,0,1,6.896529
0.641737,0.873675,0.630976,-0.304340,-0.654708,-0.849983,1,1,28.057232
0.467587,0.602620,0.318359,1.179768,-0.245736,-1.057444,0,0,3.223203
0.750304,1.966961,-0.519058,-0.175000,0.567975,-0.754675,1,1,-2.750467
-3.202972,-0.012470,-1.573064,-0.404050,0.385941,-0.052034,0,0,-6.397768
2.157550,-1.084763,1.203928,0.038045,-0.893590,-0.025556,1,1,1.842795
0.525233,1.356854,1.390426,0.214817,-1.118477,-0.203967,0,1,-1.975513
-0.020616,0.341602,-0.051434,0.051210,-0.556520,0.667309,0,1,-0.731154
-0.439121,0.094077,-0.789016,0.153279,1.247098,0.252898,0,1,0.496788
-0.843616,0.740295,0.538143,0.898871,-0.614918,-1.310311,1,0,-0.862453
0.467586,0.732594,-0.760531,1.008554,0.785509,0.128968,0,1,-0.396098
1.293962,1.667999,0.802951,0.233808,-0.939228,0.914692,0,0,3.709382
0.359766,-0.873476,0.150244,0.008445,-0.689266,-1.880204,1,0,-0.021986
0.933496,0.713799,-0.269918,0.066388,-0.685772,1.026002,1,0,-0.235606
-1.316479,0.275762,-0.182267,0.422589,-0.974480,-0.223985,1,0,-2.909383
-0.642429,-0.316299,-0.243958,0.961991,0.230160,-1.350742,1,1,0.203564
0.975958,0.398727,1.539092,0.677458,1.012962,0.825778,1,1,5.700705
1.595240,-0.869229,-1.173925,-1.445494,-1.815224,0.008339,1,1,1.122641
1.705614,-1.663492,0.171398,-0.536768,0.549067,-0.159062,0,1,5.675220
-0.489059,-0.678317,0.222635,0.512171,0.362296,-2.345901,0,1,0.932856
0.841577,-0.650948,0.498172,0.011751,0.996572,-0.325482,0,1,0.281696
0.250910,0.039166,-1.296391,1.031831,0.661082,0.763226,1,0,1.684851
0.958855,1.218008,0.261613,1.881775,0.835469,0.154074,1,1,5.142493
0.172946,-0.232481,-0.065063,1.176169,-0.362735,-0.046170,0,1,2.397819
-1.402733,2.170496,0.572960,-0.356791,-0.972298,0.622350,0,1,-5.026430
1.294712,0.383130,0.670949,-1.958892,2.317943,0.411317,0,0,-0.258841
-0.328122,0.870512,-0.159692,0.155308,0.214844,0.984079,0,0,-2.067619
-0.635680,-1.270244,0.449364,0.135245,0.557422,-0.467234,1,1,0.605357
-1.563147,0.178783,0.672768,-0.157731,-1.681369,-0.331399,1,0,-5.037305
-0.138912,-0.328917,-0.639812,0.416902,1.533102,0.582415,0,1,-1.383234
-1.023953,0.891900,0.449247,0.687133,0.549574,-0.444546,0,0,-3.167012
1.389709,-0.712535,0.682038,0.054891,-1.325142,-0.514224,1,0,-0.165448
0.332910,-0.431378,-0.374529,0.231476,0.346738,0.598954,1,1,15.121497
0.616391,0.835133,0.603084,-0.605348,-0.373193,-0.750217,0,1,-2.059405
0.950722,0.236640,0.912321,-0.403304,-0.540910,-0.234848,0,0,17.024562
-1.257579,0.603565,-0.445911,1.076925,0.975173,-1.219310,1,1,-0.865913
1.172141,0.082255,-1.112147,0.554433,0.429312,-0.234827,0,1,1.778459
-0.205772,1.357370,0.044294,0.553642,0.851344,-1.135887,0,1,-1.408767
0.192217,-0.626552,0.749434,0.197648,0.702018,-1.014490,1,0,1.431005
1.194269,0.752039,0.172590,-0.737446,-0.434830,-0.034874,1,1,-1.206507
1.374178,-0.062616,-1.093525,0.665728,-1.029816,0.752465,1,1,3.289461
-1.543209,-1.613553,0.430911,1.605081,0.506536,0.804109,0,1,4.187256
-0.207066,0.727078,-0.886833,-0.407673,0.305947,0.787926,0,1,-3.210625
0.571513,-0.517446,1.932679,0.147551,0.824505,0.875196,0,1,3.124171
0.760332,-1.110659,-0.577795,1.225788,-1.863346,-0.364531,0,0,4.213580
-1.046112,0.411775,-1.098056,1.148681,-0.338055,-2.219973,0,1,0.387082
-1.681047,-0.563602,0.484830,0.255983,0.201061,1.186806,1,1,-0.816594
-2.155080,-1.438127,-1.524324,-0.937754,0.742730,0.453677,0,0,-0.192986
0.327244,0.672755,-2.508079,0.881801,0.243762,1.356644,0,0,-0.076506
-1.328475,-1.245328,0.161545,0.427947,0.747776,-0.343564,1,1,1.136622
-0.564171,0.243839,0.174381,1.150732,1.112268,0.547490,1,0,2.953467
